,ctwl/nm,transmissionDepth/dB,r/%,n_ac,n_dc
251,1545.02,-29.614,0.9989070507409152,0.0001355844577708129,0.0011779782785983353
252,1544.924,-29.598,0.9989030167407008,0.00013557603321453143,0.001178051476965857
253,1544.828,-29.581,0.9988987143000589,0.00013556760865824995,0.001178124684430888
254,1544.736,-29.571,0.9988961755743287,0.0001355595351251469,0.001178194850123257
255,1544.652,-29.555,0.9988921014346257,0.0001355521636384006,0.0011782589217506597
256,1544.568,-29.543,0.9988890359646073,0.0001355447921516543,0.0011783230003470225
257,1544.484,-29.523,0.9988839079876131,0.00013553742066490802,0.001178387085913483
258,1544.408,-29.507,0.9988797885690949,0.00013553075122451852,0.0011784450740995904
259,1544.328,-29.489,0.9988751360463533,0.00013552373076095064,0.0011785061204614563
260,1544.252,-29.478,0.9988722833306686,0.00013551706132056113,0.0011785641203637747
261,1544.18,-29.465,0.9988689026106663,0.00013551074290335004,0.0011786190729060084
262,1544.108,-29.446,0.9988639433191691,0.00013550442448613892,0.001178674030572991
263,1544.036,-29.433,0.9988605375971035,0.00013549810606892782,0.0011787289933654396
264,1543.968,-29.418,0.9988565952290798,0.0001354921386748951,0.0011787809073763185
265,1543.904,-29.407,0.998853695492882,0.0001354865223040408,0.0011788297717992828
266,1543.836,-29.391,0.9988494645621329,0.00013548055491000808,0.0011788816946877777
267,1543.776,-29.379,0.9988462811191714,0.00013547528956233217,0.0011789275127997842
268,1543.716,-29.365,0.9988425559679077,0.00013547002421465624,0.0011789733344734394
269,1543.652,-29.35,0.9988385513861596,0.00013546440784380196,0.0011790222148515338
270,1543.592,-29.334,0.9988342645595587,0.00013545914249612603,0.0011790680438872447
271,1543.536,-29.327,0.998832384100962,0.0001354542281716285,0.0011791108208684474
272,1543.476,-29.31,0.9988278046344519,0.0001354489628239526,0.001179156656792849
273,1543.416,-29.301,0.9988253729440765,0.00013544369747627664,0.0011792024962809767
274,1543.364,-29.286,0.998821308911658,0.00013543913417495752,0.0011792422267203327
275,1543.304,-29.275,0.9988183196874553,0.00013543386882728162,0.0011792880728618597
276,1543.252,-29.268,0.9988164135080382,0.00013542930552596247,0.0011793278090681237
277,1543.2,-29.249,0.9988112240783028,0.00013542474222464336,0.0011793675479523068
278,1543.148,-29.241,0.9988090322540049,0.0001354201789233242,0.0011794072895146804
279,1543.092,-29.227,0.9988051868328388,0.00013541526459882669,0.0011794500911157595
280,1543.044,-29.216,0.9988021567221741,0.00013541105232068597,0.001179486780675081
281,1542.996,-29.205,0.9987991189269854,0.00013540684004254523,0.001179523472517103
282,1542.944,-29.192,0.9987955188714268,0.0001354022767412261,0.001179563224588838
283,1542.9,-29.186,0.9987938536692359,0.00013539841548626376,0.0011795968630501003
284,1542.852,-29.176,0.9987910732147867,0.00013539420320812302,0.0011796335617415019
285,1542.804,-29.169,0.9987891230838332,0.0001353899909299823,0.0011796702627164563
286,1542.76,-29.154,0.9987849336323665,0.00013538612967501994,0.001179703907283051
287,1542.712,-29.149,0.9987835339299351,0.0001353819173968792,0.0011797406126354106
288,1542.664,-29.137,0.9987801680619913,0.00013537770511873846,0.0011797773202719452
289,1542.62,-29.131,0.9987784816372167,0.00013537384386377613,0.0011798109709455341
290,1542.572,-29.123,0.9987762294435282,0.00013536963158563536,0.0011798476829606656
291,1542.528,-29.118,0.9987748197142582,0.00013536577033067306,0.001179881337648328
292,1542.484,-29.108,0.9987719953820112,0.0001353619090757107,0.0011799149942560182
293,1542.444,-29.102,0.9987702976584588,0.00013535839884392677,0.0011799455928383784
294,1542.4,-29.093,0.9987677466712801,0.00013535453758896444,0.0011799792531120331
295,1542.36,-29.087,0.9987660430738604,0.00013535102735718046,0.0011800098550273606
296,1542.32,-29.085,0.9987654746848293,0.00013534751712539653,0.0011800404585300068
297,1542.276,-29.075,0.9987626288100646,0.0001353436558704342,0.0011800741242164177
298,1542.236,-29.072,0.998761773769041,0.00013534014563865024,0.0011801047310528348
299,1542.196,-29.067,0.9987603473874768,0.0001353366354068663,0.0011801353394769534
300,1542.156,-29.062,0.9987589193627844,0.00013533312517508234,0.0011801659494888974
301,1542.12,-29.056,0.9987572035615591,0.0001353299659664768,0.0011801934998573393
302,1542.08,-29.049,0.9987551987951553,0.00013532645573469283,0.0011802241128864909
303,1542.04,-29.051,0.9987557719153191,0.0001353229455029089,0.001180254727503826
304,1542.0,-29.04,0.9987526164857571,0.00013531943527112495,0.001180285343709468
305,1541.964,-29.045,0.9987540517627292,0.0001353162760625194,0.0011803128996526508
306,1541.924,-29.037,0.9987517545260755,0.00013531276583073545,0.0011803435188764166
307,1541.892,-29.034,0.9987508919707675,0.0001353099576453083,0.0011803680153992624
308,1541.856,-29.033,0.998750604319899,0.00013530679843670276,0.0011803955752028722
309,1541.812,-29.029,0.9987494530538554,0.0001353029371817404,0.0011804292611550565
310,1541.78,-29.029,0.9987494530538554,0.00013530012899631326,0.0011804537612370117
311,1541.744,-29.023,0.9987477241654028,0.0001352969697877077,0.0011804813250448842
312,1541.704,-29.023,0.9987477241654028,0.00013529345955592376,0.0011805119530078406
313,1541.676,-29.021,0.9987471473382599,0.000135291002393675,0.0011805333935275635
314,1541.636,-29.014,0.9987451263500695,0.00013528749216189104,0.0011805640241924812
