,ctwl/nm,peak/dB
1244,1536.292,38.074
1245,1536.292,38.076
1246,1536.292,38.076
1247,1536.292,38.076
1248,1536.292,38.075
1249,1536.288,38.073
1250,1536.288,38.081
1251,1536.288,38.077
1252,1536.288,38.081
1253,1536.288,38.083
1254,1536.288,38.076
1255,1536.288,38.082
1256,1536.288,38.073
1257,1536.288,38.081
1258,1536.288,38.08
1259,1536.288,38.073
1260,1536.288,38.083
1261,1536.288,38.082
1262,1536.288,38.084
1263,1536.288,38.081
1264,1536.288,38.076
1265,1536.284,38.083
1266,1536.288,38.082
1267,1536.284,38.074
1268,1536.284,38.083
1269,1536.284,38.075
1270,1536.284,38.084
1271,1536.284,38.082
1272,1536.284,38.082
1273,1536.284,38.076
1274,1536.284,38.074
1275,1536.284,38.075
1276,1536.284,38.083
1277,1536.284,38.083
1278,1536.284,38.082
1279,1536.284,38.081
1280,1536.284,38.082
1281,1536.284,38.083
1282,1536.28,38.077
1283,1536.284,38.081
1284,1536.28,38.085
1285,1536.28,38.084
1286,1536.28,38.077
1287,1536.28,38.081
1288,1536.28,38.077
1289,1536.28,38.082
1290,1536.28,38.083
1291,1536.28,38.077
1292,1536.28,38.083
1293,1536.28,38.084
1294,1536.28,38.076
1295,1536.28,38.082
1296,1536.28,38.075
1297,1536.28,38.074
1298,1536.28,38.081
1299,1536.276,38.076
1300,1536.28,38.073
1301,1536.276,38.084
1302,1536.276,38.076
1303,1536.276,38.076
1304,1536.276,38.082
1305,1536.276,38.078
1306,1536.276,38.08
1307,1536.276,38.08
1308,1536.276,38.082
1309,1536.276,38.081
1310,1536.276,38.082
1311,1536.276,38.073
1312,1536.276,38.081
1313,1536.276,38.075
1314,1536.276,38.08
1315,1536.272,38.08
1316,1536.272,38.078
1317,1536.276,38.078
1318,1536.276,38.083
1319,1536.272,38.079
1320,1536.272,38.079
1321,1536.272,38.086
1322,1536.276,38.085
1323,1536.272,38.083
1324,1536.272,38.077
1325,1536.272,38.075
1326,1536.272,38.083
1327,1536.272,38.084
1328,1536.272,38.084
1329,1536.272,38.076
1330,1536.272,38.084
1331,1536.272,38.083
1332,1536.272,38.083
1333,1536.272,38.076
1334,1536.272,38.077
1335,1536.272,38.085
1336,1536.272,38.083
1337,1536.272,38.084
1338,1536.272,38.075
1339,1536.272,38.08
1340,1536.272,38.082
1341,1536.272,38.077
1342,1536.272,38.08
1343,1536.272,38.086
1344,1536.272,38.086
1345,1536.268,38.08
1346,1536.272,38.079
1347,1536.268,38.086
1348,1536.268,38.081
1349,1536.268,38.085
1350,1536.268,38.077
1351,1536.268,38.082
1352,1536.268,38.082
1353,1536.268,38.083
1354,1536.268,38.081
1355,1536.268,38.083
1356,1536.268,38.085
1357,1536.268,38.078
1358,1536.268,38.076
1359,1536.268,38.076
1360,1536.268,38.084
1361,1536.268,38.084
1362,1536.268,38.074
1363,1536.268,38.076
1364,1536.268,38.075
1365,1536.268,38.081
1366,1536.268,38.082
1367,1536.268,38.086
1368,1536.268,38.078
1369,1536.268,38.077
1370,1536.264,38.084
1371,1536.268,38.081
1372,1536.268,38.085
1373,1536.268,38.084
1374,1536.268,38.078
1375,1536.264,38.076
1376,1536.264,38.076
1377,1536.264,38.082
1378,1536.264,38.084
1379,1536.264,38.076
1380,1536.264,38.078
1381,1536.264,38.075
1382,1536.264,38.083
1383,1536.264,38.083
1384,1536.264,38.084
1385,1536.264,38.084
1386,1536.264,38.076
1387,1536.26,38.08
1388,1536.264,38.084
1389,1536.264,38.082
1390,1536.264,38.077
1391,1536.264,38.081
1392,1536.264,38.075
1393,1536.26,38.078
1394,1536.264,38.076
1395,1536.264,38.075
1396,1536.264,38.075
1397,1536.26,38.079
1398,1536.26,38.078
1399,1536.26,38.085
1400,1536.26,38.084
1401,1536.26,38.077
1402,1536.26,38.085
1403,1536.264,38.084
1404,1536.26,38.076
1405,1536.26,38.082
1406,1536.26,38.077
1407,1536.26,38.077
1408,1536.264,38.077
1409,1536.26,38.085
1410,1536.26,38.086
1411,1536.26,38.083
1412,1536.26,38.083
1413,1536.26,38.074
1414,1536.26,38.085
1415,1536.26,38.075
1416,1536.26,38.077
1417,1536.26,38.075
1418,1536.26,38.083
1419,1536.26,38.083
1420,1536.26,38.078
1421,1536.26,38.085
1422,1536.26,38.082
1423,1536.26,38.077
1424,1536.26,38.076
1425,1536.26,38.08
1426,1536.256,38.076
1427,1536.26,38.083
1428,1536.26,38.083
1429,1536.26,38.075
1430,1536.256,38.077
1431,1536.256,38.077
1432,1536.26,38.085
1433,1536.256,38.083
1434,1536.256,38.074
1435,1536.256,38.073
1436,1536.256,38.071
1437,1536.256,38.079
1438,1536.256,38.081
1439,1536.256,38.071
1440,1536.256,38.082
1441,1536.256,38.081
1442,1536.256,38.073
1443,1536.256,38.08
1444,1536.256,38.079
1445,1536.256,38.079
1446,1536.256,38.073
1447,1536.256,38.075
1448,1536.256,38.08
1449,1536.256,38.073
1450,1536.256,38.072
1451,1536.256,38.072
1452,1536.256,38.072
1453,1536.256,38.072
1454,1536.256,38.074
1455,1536.256,38.073
1456,1536.256,38.072
1457,1536.256,38.077
1458,1536.256,38.076
1459,1536.256,38.076
1460,1536.256,38.075
1461,1536.256,38.078
1462,1536.252,38.072
1463,1536.256,38.073
1464,1536.256,38.077
1465,1536.256,38.071
1466,1536.256,38.078
1467,1536.256,38.08
1468,1536.256,38.07
1469,1536.256,38.078
1470,1536.252,38.072
1471,1536.252,38.069
1472,1536.252,38.073
1473,1536.256,38.072
1474,1536.256,38.077
1475,1536.252,38.072
1476,1536.252,38.081
1477,1536.252,38.07
1478,1536.252,38.075
1479,1536.252,38.076
1480,1536.252,38.073
1481,1536.252,38.077
1482,1536.252,38.077
1483,1536.252,38.071
1484,1536.252,38.071
1485,1536.268,38.073
1486,1536.272,38.075
1487,1536.272,38.077
1488,1536.268,38.074
1489,1536.268,38.078
1490,1536.268,38.079
1491,1536.268,38.073
