,ctwl/nm,transmissionDepth/dB,r/%,n_ac,n_dc
968,1536.3848810999687,1.3506965727838853,0.26729299648934424,2.9151345307130596e-05,
969,1536.384116377342,1.3502505423897837,0.2672177419351701,2.9146270621193855e-05,
970,1536.3842210266378,1.3519432030022713,0.26750328781143695,2.916547191940462e-05,
971,1536.3835548741426,1.3502538503128712,0.2672183000786712,2.9146297499798317e-05,
972,1536.383890750907,1.3501536223327335,0.2672013884944284,2.9145166697197386e-05,
973,1536.3845211960304,1.3498205880032792,0.2671451924196754,2.9141399829860895e-05,
974,1536.3801483443594,0.9415623361527707,0.19491123449537506,2.4150516576672698e-05,
975,1536.3836214364214,1.3502545154756085,0.2672184123110537,2.914630630926614e-05,
976,1536.3790867388607,0.9414335301652486,0.19488735627549747,2.4148788716296196e-05,
977,1536.379588423628,0.943974145693435,0.19535820810179205,2.418252907060339e-05,
978,1536.380606031079,0.9428691912819964,0.19515346094335928,2.416787928749558e-05,
979,1536.3768651888843,0.03167223670789454,0.007266274056832223,4.352990987314402e-06,
980,1536.3790487779522,0.9435602276786028,0.1952815155305072,2.417702764629903e-05,
981,1536.38044700383,0.94342720255543,0.19525686649179286,2.4175284098712483e-05,
982,1536.3766003769372,0.03133779419691862,0.007189822442077443,4.329918795584912e-06,
983,1536.3773470507676,0.031030992870370255,0.007119684263653725,4.308648148070709e-06,
984,1536.3770959245119,0.031203027357005197,0.0071590138613066845,4.320588672807794e-06,
985,1536.3770128143726,0.03025625941952015,0.006942549568327294,4.254458219158257e-06,
986,1536.3774439035892,0.029644140795014096,0.006802572703282661,4.211153781428231e-06,
987,1536.368665793724,0.8120844705074468,0.17054743795802696,2.237319832031689e-05,
988,1536.376992917698,0.030113411582025407,0.006909885454874476,4.244391437121364e-06,
989,1536.3772026442336,0.031165078487088493,0.007150338329009132,4.317957697434706e-06,
990,1536.367351502537,0.7776907403636919,0.16395255120154129,2.1879924365808572e-05,
991,1536.3769335657514,0.030389359146287376,0.006972983675926692,4.263816469825025e-06,
992,1536.376639364913,0.031012324768273203,0.007115416369007699,4.307348395062244e-06,
993,1536.3689915324285,0.8125216781041509,0.1706309353827422,2.2379411354960803e-05,
994,1536.3766936206803,0.030339703665745787,0.006961629740375397,4.260326835342616e-06,
995,1536.3682228076436,0.8091267004405331,0.16998234545186208,2.2331151950623752e-05,
996,1536.3683777989042,0.8146216793474927,0.17103187417416943,2.240920100383898e-05,
997,1536.3691798411955,0.8099797603734693,0.17014536508466682,2.2343297897875665e-05,
998,1536.367029774013,0.776937570666302,0.1638075481599126,2.1869008160553705e-05,
999,1536.367418098739,0.7783450230165698,0.1640784957306174,2.1889400388225948e-05,
1000,1536.3677779652194,0.7772044268830349,0.1638589271914176,2.1872885471466217e-05,
1001,1536.3666660384117,0.7759673806214344,0.16362072648727655,2.1854940137788973e-05,
1002,1536.3670149708862,0.7771333208082645,0.16384523712653276,2.187184436445317e-05,
1003,1536.365989778369,0.7789015402498336,0.16418560621373757,2.1897436441466e-05,
1004,1536.3657532343534,3.141707185337115,0.5149022263225265,4.598055168610035e-05,
1005,1536.366412205082,0.7780856913696184,0.164028578593297,2.1885630951528046e-05,
1006,1536.363364927077,3.1382964690243185,0.5145211068703925,4.595259832432932e-05,
1007,1536.365287081533,3.1383443668215065,0.5145264611270784,4.5953047442265135e-05,
1008,1536.3646929214358,3.13830026321855,0.5145215310066614,4.595266906711362e-05,
1009,1536.3598869349864,3.0621114374268146,0.5059295768104077,4.532696927224819e-05,
1010,1536.3588141279904,3.063739123468384,0.5061147140577856,4.534035733107709e-05,
1011,1536.3584721391067,3.066523033664872,0.5064312024673747,4.5363293925948893e-05,
1012,1536.3591215924243,3.063052783645688,0.5060366564401939,4.53347080680558e-05,
1013,1536.3633489721803,3.1376529959668,0.5144491704897267,4.594733643312223e-05,
1014,1536.358596889324,0.7391620691525063,0.1565025129325669,2.13152599424695e-05,
1015,1536.3588124922119,3.0632544594874673,0.5060595943692352,4.5336361652194846e-05,
1016,1536.3583171446953,3.0619945408449674,0.5059162780181463,4.5325959092823556e-05,
1017,1536.358399419629,0.7365816828971639,0.1560011950145067,2.1276972140159555e-05,
1018,1536.3579348362655,3.063398643839836,0.5060759927574856,4.533752444940625e-05,
1019,1536.3592713455005,0.7370389305968921,0.1560900508976235,2.1283772860605567e-05,
1020,1536.3524781087276,1.1171762353802919,0.22681685784589511,2.6394033833766994e-05,
1021,1536.3593422234042,0.7359658497943329,0.15588150681269286,2.126783901620561e-05,
1022,1536.352083759328,1.1147495086154642,0.22638470210445605,2.6364128823978188e-05,
1023,1536.352771470426,1.115394142315651,0.2264995231540221,2.637208555285572e-05,
1024,1536.3530179535633,1.1157855074304024,0.22656922412330127,2.6376912266354197e-05,
1025,1536.3512865767823,1.1183491985078504,0.22702565461707525,2.6408454517437978e-05,
1026,1536.3517259172836,1.1165802493823271,0.226710745987316,2.638668076984122e-05,
1027,1536.3509177643289,1.2716657704860452,0.25383749295464764,2.8242645473897884e-05,
1028,1536.3453001060573,0.10600880977072791,0.024113929580692806,7.974979936926721e-06,
1029,1536.3512563096765,1.2730602715343515,0.25407704409000376,2.825888076742119e-05,
1030,1536.3460652247682,0.10354202178347194,0.02355946989071478,7.881277454062881e-06,
1031,1536.3455297048679,0.7873433019613252,0.16580867379732456,2.2019029569554288e-05,
1032,1536.3461750325087,0.10479556171376458,0.023841267291879187,7.929032720517357e-06,
1033,1536.345331052777,0.10353551832835706,0.023558007693477823,7.881025190610407e-06,
1034,1536.344528147116,0.7889961819622933,0.16612609800343436,2.204281007711778e-05,
1035,1536.3432808075002,0.7882028289474903,0.16597375510461976,2.203137391909925e-05,
1036,1536.3431762093728,0.7899380171463974,0.16630691693133637,2.2056339163039044e-05,
1037,1536.343114337722,0.7859147042228578,0.16553422410475738,2.1998410517079055e-05,
1038,1536.3417549446028,0.6828911268244084,0.1455023212032761,2.0465650968833418e-05,
1039,1536.341238330864,0.68455732440707,0.14583009163175453,2.0491247592076257e-05,
1040,1536.343698755619,0.7875377610404435,0.16584602459320918,2.2021803941346337e-05,
1041,1536.341388034523,0.6821257274873602,0.14535171150854065,2.0453874959141535e-05,
1042,1536.3406418288903,0.6841219831518863,0.14574446447005862,2.0484552777794193e-05,
1043,1536.3408882530468,0.6824345310556588,0.14541247881492636,2.0458618145871566e-05,
