,time,ctwl/nm
1068,2022-07-12 21:10:32,1536.36
1069,2022-07-12 21:12:02,1536.36
1070,2022-07-12 21:13:32,1536.36
1071,2022-07-12 21:15:02,1536.36
1072,2022-07-12 21:16:31,1536.36
1073,2022-07-12 21:18:01,1536.36
1074,2022-07-12 21:19:31,1536.36
1075,2022-07-12 21:21:01,1536.356
1076,2022-07-12 21:22:31,1536.356
1077,2022-07-12 21:24:01,1536.356
1078,2022-07-12 21:25:31,1536.356
1079,2022-07-12 21:27:00,1536.356
1080,2022-07-12 21:28:30,1536.356
1081,2022-07-12 21:30:00,1536.352
1082,2022-07-12 21:31:30,1536.352
1083,2022-07-12 21:33:00,1536.352
1084,2022-07-12 21:34:30,1536.352
1085,2022-07-12 21:36:00,1536.352
1086,2022-07-12 21:37:30,1536.352
1087,2022-07-12 21:39:00,1536.352
1088,2022-07-12 21:40:38,1536.352
1089,2022-07-12 21:42:08,1536.352
1090,2022-07-12 21:43:38,1536.348
1091,2022-07-12 21:45:07,1536.352
1092,2022-07-12 21:46:37,1536.348
1093,2022-07-12 21:48:07,1536.348
1094,2022-07-12 21:49:37,1536.348
1095,2022-07-12 21:51:07,1536.348
1096,2022-07-12 21:52:37,1536.348
1097,2022-07-12 21:54:07,1536.344
1098,2022-07-12 21:55:37,1536.348
1099,2022-07-12 21:57:06,1536.344
1100,2022-07-12 21:58:36,1536.344
1101,2022-07-12 22:00:06,1536.344
1102,2022-07-12 22:01:36,1536.344
1103,2022-07-12 22:03:06,1536.344
1104,2022-07-12 22:04:36,1536.344
1105,2022-07-12 22:06:06,1536.34
1106,2022-07-12 22:07:36,1536.34
1107,2022-07-12 22:09:06,1536.34
1108,2022-07-12 22:10:44,1536.34
1109,2022-07-12 22:12:14,1536.34
1110,2022-07-12 22:13:44,1536.34
1111,2022-07-12 22:15:14,1536.34
1112,2022-07-12 22:16:44,1536.34
1113,2022-07-12 22:18:13,1536.336
1114,2022-07-12 22:19:43,1536.336
1115,2022-07-12 22:21:13,1536.336
1116,2022-07-12 22:22:43,1536.336
1117,2022-07-12 22:24:13,1536.336
1118,2022-07-12 22:25:43,1536.336
1119,2022-07-12 22:27:13,1536.336
1120,2022-07-12 22:28:43,1536.336
1121,2022-07-12 22:30:13,1536.332
1122,2022-07-12 22:31:43,1536.332
1123,2022-07-12 22:33:13,1536.332
1124,2022-07-12 22:34:43,1536.332
1125,2022-07-12 22:36:13,1536.332
1126,2022-07-12 22:37:43,1536.332
1127,2022-07-12 22:39:13,1536.332
1128,2022-07-12 22:40:51,1536.332
1129,2022-07-12 22:42:21,1536.332
1130,2022-07-12 22:43:51,1536.328
1131,2022-07-12 22:45:21,1536.328
1132,2022-07-12 22:46:51,1536.328
1133,2022-07-12 22:48:20,1536.328
1134,2022-07-12 22:49:50,1536.328
1135,2022-07-12 22:51:20,1536.328
1136,2022-07-12 22:52:50,1536.328
1137,2022-07-12 22:54:20,1536.328
1138,2022-07-12 22:55:50,1536.328
1139,2022-07-12 22:57:20,1536.324
1140,2022-07-12 22:58:50,1536.328
1141,2022-07-12 23:00:20,1536.328
1142,2022-07-12 23:01:50,1536.324
1143,2022-07-12 23:03:20,1536.324
1144,2022-07-12 23:04:50,1536.324
1145,2022-07-12 23:06:20,1536.324
1146,2022-07-12 23:07:50,1536.324
1147,2022-07-12 23:09:20,1536.324
1148,2022-07-12 23:10:58,1536.324
1149,2022-07-12 23:12:28,1536.324
1150,2022-07-12 23:13:58,1536.324
1151,2022-07-12 23:15:27,1536.32
1152,2022-07-12 23:16:57,1536.32
1153,2022-07-12 23:18:27,1536.32
1154,2022-07-12 23:19:57,1536.32
1155,2022-07-12 23:21:27,1536.32
1156,2022-07-12 23:22:57,1536.32
1157,2022-07-12 23:24:27,1536.32
1158,2022-07-12 23:25:57,1536.32
1159,2022-07-12 23:27:27,1536.32
1160,2022-07-12 23:28:57,1536.316
1161,2022-07-12 23:30:27,1536.32
1162,2022-07-12 23:31:57,1536.32
1163,2022-07-12 23:33:27,1536.316
1164,2022-07-12 23:34:57,1536.316
1165,2022-07-12 23:36:27,1536.316
1166,2022-07-12 23:37:57,1536.32
1167,2022-07-12 23:39:27,1536.316
1168,2022-07-12 23:41:05,1536.316
1169,2022-07-12 23:42:35,1536.316
1170,2022-07-12 23:44:05,1536.316
1171,2022-07-12 23:45:35,1536.316
1172,2022-07-12 23:47:06,1536.312
1173,2022-07-12 23:48:36,1536.312
1174,2022-07-12 23:50:06,1536.312
1175,2022-07-12 23:51:36,1536.312
1176,2022-07-12 23:53:06,1536.312
1177,2022-07-12 23:54:36,1536.312
1178,2022-07-12 23:56:06,1536.312
1179,2022-07-12 23:57:36,1536.312
1180,2022-07-12 23:59:06,1536.312
1181,2022-07-13 00:00:36,1536.308
1182,2022-07-13 00:02:06,1536.308
1183,2022-07-13 00:03:36,1536.308
1184,2022-07-13 00:05:06,1536.308
1185,2022-07-13 00:06:36,1536.308
1186,2022-07-13 00:08:06,1536.308
1187,2022-07-13 00:09:36,1536.308
1188,2022-07-13 00:11:14,1536.308
1189,2022-07-13 00:12:44,1536.308
1190,2022-07-13 00:14:14,1536.308
1191,2022-07-13 00:15:44,1536.308
1192,2022-07-13 00:17:14,1536.308
1193,2022-07-13 00:18:44,1536.304
1194,2022-07-13 00:20:14,1536.304
1195,2022-07-13 00:21:44,1536.304
1196,2022-07-13 00:23:14,1536.304
1197,2022-07-13 00:24:44,1536.304
1198,2022-07-13 00:26:14,1536.304
1199,2022-07-13 00:27:44,1536.304
1200,2022-07-13 00:29:14,1536.304
1201,2022-07-13 00:30:44,1536.304
1202,2022-07-13 00:32:14,1536.304
1203,2022-07-13 00:33:44,1536.304
1204,2022-07-13 00:35:14,1536.304
1205,2022-07-13 00:36:44,1536.304
1206,2022-07-13 00:38:14,1536.304
1207,2022-07-13 00:39:44,1536.3
1208,2022-07-13 00:41:21,1536.3
1209,2022-07-13 00:42:51,1536.304
1210,2022-07-13 00:44:21,1536.3
1211,2022-07-13 00:45:51,1536.3
1212,2022-07-13 00:47:21,1536.3
1213,2022-07-13 00:48:51,1536.3
1214,2022-07-13 00:50:21,1536.3
1215,2022-07-13 00:51:55,1536.3
1216,2022-07-13 00:53:25,1536.3
1217,2022-07-13 00:54:55,1536.3
1218,2022-07-13 00:56:25,1536.3
1219,2022-07-13 00:57:55,1536.3
1220,2022-07-13 00:59:25,1536.296
1221,2022-07-13 01:00:55,1536.296
1222,2022-07-13 01:02:25,1536.296
1223,2022-07-13 01:03:55,1536.3
1224,2022-07-13 01:05:25,1536.296
1225,2022-07-13 01:06:55,1536.296
1226,2022-07-13 01:08:25,1536.296
