,time,ctwl/nm,notch/dB,reflection/%,t-depth/dB,n_ac
353,2022-07-12 03:13:52,1540.4877,,32.67,1.7180,1.351867E-7
354,2022-07-12 03:15:21,1540.4684,,32.61,1.7140,1.351850E-7
355,2022-07-12 03:16:50,1540.4529,,17.19,0.8190,1.351837E-7
356,2022-07-12 03:18:19,1540.4041,,32.64,1.7160,1.351794E-7
357,2022-07-12 03:19:48,1540.3842,,32.59,1.7125,1.351776E-7
358,2022-07-12 03:21:17,1540.365,,20.15,0.9770,1.351760E-7
359,2022-07-12 03:22:46,1540.3452,,32.53,1.7090,1.351742E-7
360,2022-07-12 03:24:15,1540.3283,,32.58,1.7120,1.351727E-7
361,2022-07-12 03:25:44,1540.2906,,32.32,1.6955,1.351694E-7
362,2022-07-12 03:27:16,1540.2597,,32.55,1.7100,1.351667E-7
363,2022-07-12 03:28:45,1540.2413,,32.55,1.7105,1.351651E-7
364,2022-07-12 03:30:14,1540.2229,,32.52,1.7085,1.351635E-7
365,2022-07-12 03:31:43,1540.2046,,32.50,1.7070,1.351619E-7
366,2022-07-12 03:33:12,1540.1748,,32.50,1.7070,1.351593E-7
367,2022-07-12 03:34:41,1540.1395,,32.42,1.7020,1.351562E-7
368,2022-07-12 03:36:10,1540.1218,,25.32,1.2680,1.351546E-7
369,2022-07-12 03:37:39,1540.104,,32.35,1.6975,1.351531E-7
370,2022-07-12 03:39:08,1540.0909,,31.40,1.6365,1.351519E-7
371,2022-07-12 03:40:37,1540.069,,32.40,1.7005,1.351500E-7
372,2022-07-12 03:42:06,1540.0346,,31.92,1.6700,1.351470E-7
373,2022-07-12 03:43:35,1540.0079,,32.49,1.7065,1.351446E-7
374,2022-07-12 03:45:04,1539.9896,,31.46,1.6405,1.351430E-7
375,2022-07-12 03:46:33,1539.9741,,32.49,1.7060,1.351417E-7
376,2022-07-12 03:48:02,1539.9525,,32.52,1.7085,1.351398E-7
377,2022-07-12 03:49:31,1539.9305,,32.49,1.7060,1.351378E-7
378,2022-07-12 03:51:00,1539.8911,,28.85,1.4780,1.351344E-7
379,2022-07-12 03:52:29,1539.8781,,31.67,1.6540,1.351332E-7
380,2022-07-12 03:53:58,1539.8616,,32.48,1.7055,1.351318E-7
381,2022-07-12 03:55:27,1539.8464,,26.32,1.3265,1.351304E-7
382,2022-07-12 03:56:56,1539.8276,,32.51,1.7075,1.351288E-7
383,2022-07-12 03:58:26,1539.8145,,32.44,1.7030,1.351276E-7
384,2022-07-12 03:59:55,1539.7785,,31.90,1.6685,1.351245E-7
385,2022-07-12 04:01:23,1539.7496,,32.51,1.7075,1.351219E-7
386,2022-07-12 04:02:52,1539.7374,,32.48,1.7055,1.351209E-7
387,2022-07-12 04:04:21,1539.7236,,31.51,1.6435,1.351197E-7
388,2022-07-12 04:05:50,1539.7044,,28.94,1.4840,1.351180E-7
389,2022-07-12 04:07:19,1539.6895,,32.44,1.7030,1.351167E-7
390,2022-07-12 04:08:49,1539.6658,,17.87,0.8550,1.351146E-7
391,2022-07-12 04:10:18,1539.6303,,32.42,1.7020,1.351115E-7
392,2022-07-12 04:11:47,1539.6182,,26.77,1.3530,1.351104E-7
393,2022-07-12 04:13:16,1539.6038,,32.38,1.6995,1.351092E-7
394,2022-07-12 04:14:45,1539.5851,,29.12,1.4945,1.351075E-7
395,2022-07-12 04:16:14,1539.5708,,32.48,1.7055,1.351063E-7
396,2022-07-12 04:17:43,1539.5593,,32.52,1.7080,1.351052E-7
397,2022-07-12 04:19:12,1539.5237,,32.33,1.6960,1.351021E-7
398,2022-07-12 04:20:41,1539.4983,,32.42,1.7015,1.350999E-7
399,2022-07-12 04:22:10,1539.4842,,32.45,1.7040,1.350987E-7
400,2022-07-12 04:23:39,1539.4683,,21.69,1.0620,1.350973E-7
401,2022-07-12 04:25:08,1539.4567,,32.42,1.7020,1.350962E-7
402,2022-07-12 04:26:37,1539.4437,,32.42,1.7020,1.350951E-7
403,2022-07-12 04:28:06,1539.4175,,21.71,1.0630,1.350928E-7
404,2022-07-12 04:29:35,1539.3941,,32.41,1.7010,1.350908E-7
405,2022-07-12 04:31:04,1539.3712,,30.99,1.6110,1.350887E-7
406,2022-07-12 04:32:33,1539.3576,,32.38,1.6990,1.350875E-7
407,2022-07-12 04:34:02,1539.341,,32.34,1.6970,1.350861E-7
408,2022-07-12 04:35:31,1539.3302,,32.33,1.6960,1.350851E-7
409,2022-07-12 04:37:00,1539.3118,,32.38,1.6995,1.350835E-7
410,2022-07-12 04:38:29,1539.3031,,31.60,1.6495,1.350828E-7
411,2022-07-12 04:39:59,1539.2774,,32.44,1.7030,1.350805E-7
412,2022-07-12 04:41:28,1539.2459,,16.98,0.8080,1.350777E-7
413,2022-07-12 04:42:57,1539.2343,,32.34,1.6970,1.350767E-7
414,2022-07-12 04:44:26,1539.2207,,32.40,1.7005,1.350755E-7
415,2022-07-12 04:45:55,1539.2063,,31.80,1.6620,1.350743E-7
416,2022-07-12 04:47:24,1539.193,,32.42,1.7020,1.350731E-7
417,2022-07-12 04:48:53,1539.1815,,32.34,1.6970,1.350721E-7
418,2022-07-12 04:50:22,1539.1605,,32.35,1.6975,1.350703E-7
419,2022-07-12 04:51:51,1539.1402,,23.09,1.1400,1.350685E-7
420,2022-07-12 04:53:20,1539.1142,,32.31,1.6950,1.350662E-7
421,2022-07-12 04:54:49,1539.1029,,32.39,1.7000,1.350652E-7
422,2022-07-12 04:56:18,1539.0892,,32.36,1.6980,1.350640E-7
423,2022-07-12 04:57:47,1539.0779,,22.68,1.1170,1.350630E-7
424,2022-07-12 04:59:16,1539.0649,,32.42,1.7015,1.350619E-7
425,2022-07-12 05:00:46,1539.054,,32.42,1.7015,1.350609E-7
426,2022-07-12 05:02:15,1539.0302,,32.41,1.7010,1.350588E-7
427,2022-07-12 05:03:44,1539.0128,,32.36,1.6980,1.350573E-7
428,2022-07-12 05:05:13,1538.9883,,32.22,1.6890,1.350551E-7
429,2022-07-12 05:06:42,1538.9787,,29.44,1.5145,1.350543E-7
430,2022-07-12 05:08:11,1538.9683,,32.19,1.6870,1.350534E-7
431,2022-07-12 05:09:40,1538.9564,,32.33,1.6960,1.350523E-7
432,2022-07-12 05:11:09,1538.9385,,17.80,0.8515,1.350508E-7
433,2022-07-12 05:12:38,1538.9313,,32.27,1.6920,1.350501E-7
434,2022-07-12 05:14:07,1538.9212,,32.37,1.6985,1.350493E-7
435,2022-07-12 05:15:36,1538.8978,,32.35,1.6975,1.350472E-7
436,2022-07-12 05:17:05,1538.8662,,32.24,1.6900,1.350444E-7
437,2022-07-12 05:18:34,1538.8589,,32.41,1.7010,1.350438E-7
438,2022-07-12 05:20:03,1538.8467,,32.34,1.6965,1.350427E-7
439,2022-07-12 05:21:33,1538.8368,,32.37,1.6985,1.350418E-7
440,2022-07-12 05:23:02,1538.8266,,32.30,1.6940,1.350410E-7
441,2022-07-12 05:24:31,1538.8131,,32.35,1.6975,1.350398E-7
442,2022-07-12 05:26:00,1538.8033,,19.81,0.9590,1.350389E-7
443,2022-07-12 05:27:29,1538.7968,,32.11,1.6820,1.350383E-7
444,2022-07-12 05:28:58,1538.7697,,32.34,1.6965,1.350360E-7
445,2022-07-12 05:30:27,1538.7392,,32.35,1.6975,1.350333E-7
446,2022-07-12 05:31:56,1538.7315,,32.37,1.6985,1.350326E-7
447,2022-07-12 05:33:25,1538.7202,,20.13,0.9760,1.350316E-7
448,2022-07-12 05:34:54,1538.7098,,32.32,1.6955,1.350307E-7
449,2022-07-12 05:36:23,1538.7002,,32.33,1.6960,1.350299E-7
450,2022-07-12 05:37:52,1538.6892,,32.13,1.6835,1.350289E-7
451,2022-07-12 05:39:21,1538.6771,,32.31,1.6945,1.350278E-7
452,2022-07-12 05:40:50,1538.6698,,32.30,1.6940,1.350272E-7
453,2022-07-12 05:42:20,1538.6495,,32.30,1.6940,1.350254E-7
454,2022-07-12 05:43:49,1538.6379,,32.29,1.6935,1.350244E-7
455,2022-07-12 05:45:18,1538.6075,,22.24,1.0925,1.350217E-7
456,2022-07-12 05:46:47,1538.598,,32.29,1.6935,1.350209E-7
457,2022-07-12 05:48:16,1538.5878,,32.32,1.6955,1.350200E-7
458,2022-07-12 05:49:45,1538.5773,,32.24,1.6905,1.350191E-7
459,2022-07-12 05:51:18,1538.5683,,32.31,1.6945,1.350183E-7
460,2022-07-12 05:52:47,1538.5591,,32.31,1.6945,1.350175E-7
461,2022-07-12 05:54:16,1538.5479,,31.77,1.6600,1.350165E-7
462,2022-07-12 05:55:45,1538.5409,,14.58,0.6845,1.350159E-7
463,2022-07-12 05:57:14,1538.519,,32.32,1.6955,1.350140E-7
464,2022-07-12 05:58:43,1538.5019,,31.30,1.6305,1.350125E-7
465,2022-07-12 06:00:12,1538.4773,,31.76,1.6595,1.350103E-7
466,2022-07-12 06:01:45,1538.4703,,32.20,1.6875,1.350097E-7
467,2022-07-12 06:03:14,1538.4634,,31.66,1.6535,1.350091E-7
468,2022-07-12 06:04:43,1538.4566,,19.41,0.9370,1.350085E-7
469,2022-07-12 06:06:16,1538.4438,,32.27,1.6920,1.350074E-7
470,2022-07-12 06:07:45,1538.4345,,28.25,1.4415,1.350065E-7
471,2022-07-12 06:09:14,1538.4244,,31.21,1.6250,1.350057E-7
472,2022-07-12 06:10:43,1538.4153,,28.41,1.4515,1.350049E-7
473,2022-07-12 06:12:12,1538.4085,,17.75,0.8485,1.350043E-7
474,2022-07-12 06:13:42,1538.383,,15.31,0.7215,1.350020E-7
475,2022-07-12 06:15:11,1538.3732,,32.27,1.6920,1.350012E-7
476,2022-07-12 06:16:40,1538.3526,,32.24,1.6900,1.349994E-7
477,2022-07-12 06:18:09,1538.3413,,32.25,1.6910,1.349984E-7
478,2022-07-12 06:19:38,1538.3352,,32.34,1.6970,1.349978E-7
479,2022-07-12 06:21:07,1538.3266,,24.12,1.1985,1.349971E-7
480,2022-07-12 06:22:36,1538.3159,,32.25,1.6910,1.349961E-7
481,2022-07-12 06:24:05,1538.3101,,32.27,1.6925,1.349956E-7
482,2022-07-12 06:25:38,1538.2983,,32.27,1.6920,1.349946E-7
483,2022-07-12 06:27:07,1538.289,,32.26,1.6915,1.349938E-7
484,2022-07-12 06:28:36,1538.2823,,32.27,1.6920,1.349932E-7
485,2022-07-12 06:30:05,1538.2657,,32.29,1.6935,1.349917E-7
486,2022-07-12 06:31:34,1538.2541,,32.26,1.6915,1.349907E-7
487,2022-07-12 06:33:03,1538.2271,,32.24,1.6900,1.349883E-7
488,2022-07-12 06:34:33,1538.2192,,32.22,1.6890,1.349876E-7
489,2022-07-12 06:36:02,1538.2134,,32.20,1.6880,1.349871E-7
490,2022-07-12 06:37:31,1538.2044,,23.95,1.1890,1.349863E-7
491,2022-07-12 06:39:00,1538.1969,,32.24,1.6900,1.349857E-7
492,2022-07-12 06:40:29,1538.1886,,32.26,1.6915,1.349850E-7
493,2022-07-12 06:41:58,1538.1827,,32.31,1.6945,1.349844E-7
494,2022-07-12 06:43:27,1538.1701,,26.87,1.3590,1.349833E-7
495,2022-07-12 06:44:57,1538.1653,,32.27,1.6920,1.349829E-7
496,2022-07-12 06:46:26,1538.1592,,25.36,1.2705,1.349824E-7
497,2022-07-12 06:47:55,1538.1492,,32.21,1.6885,1.349815E-7
498,2022-07-12 06:49:24,1538.1317,,23.10,1.1410,1.349800E-7
499,2022-07-12 06:50:53,1538.1262,,32.26,1.6915,1.349795E-7
500,2022-07-12 06:52:22,1538.0968,,32.21,1.6885,1.349769E-7
501,2022-07-12 06:53:51,1538.0911,,32.23,1.6895,1.349764E-7
502,2022-07-12 06:55:21,1538.0863,,32.27,1.6925,1.349760E-7
503,2022-07-12 06:56:50,1538.0781,,32.28,1.6930,1.349753E-7
504,2022-07-12 06:58:19,1538.0728,,32.25,1.6910,1.349748E-7
505,2022-07-12 06:59:48,1538.0683,,24.70,1.2320,1.349744E-7
506,2022-07-12 07:01:17,1538.0551,,32.06,1.6790,1.349732E-7
507,2022-07-12 07:02:46,1538.0493,,20.15,0.9770,1.349727E-7
508,2022-07-12 07:04:15,1538.0412,,32.19,1.6870,1.349720E-7
509,2022-07-12 07:05:45,1538.0319,,30.23,1.5635,1.349712E-7
510,2022-07-12 07:07:14,1538.0254,,32.27,1.6925,1.349706E-7
511,2022-07-12 07:08:43,1538.0094,,18.31,0.8785,1.349692E-7
512,2022-07-12 07:10:12,1538.0015,,32.28,1.6930,1.349685E-7
513,2022-07-12 07:11:41,1537.9859,,32.20,1.6880,1.349672E-7
514,2022-07-12 07:13:10,1537.9656,,32.20,1.6875,1.349654E-7
515,2022-07-12 07:14:39,1537.9625,,32.25,1.6910,1.349651E-7
516,2022-07-12 07:16:09,1537.9561,,21.35,1.0430,1.349646E-7
517,2022-07-12 07:17:38,1537.9466,,22.80,1.1240,1.349637E-7
518,2022-07-12 07:19:07,1537.9422,,32.20,1.6875,1.349633E-7
519,2022-07-12 07:20:36,1537.9364,,32.14,1.6840,1.349628E-7
520,2022-07-12 07:22:05,1537.9261,,32.22,1.6890,1.349619E-7
521,2022-07-12 07:23:34,1537.9218,,7.98,0.3610,1.349615E-7
522,2022-07-12 07:25:03,1537.9135,,32.24,1.6905,1.349608E-7
523,2022-07-12 07:26:33,1537.9069,,32.23,1.6895,1.349602E-7
524,2022-07-12 07:28:02,1537.8993,,31.51,1.6440,1.349596E-7
525,2022-07-12 07:29:31,1537.897,,29.87,1.5410,1.349594E-7
526,2022-07-12 07:31:00,1537.875,,31.47,1.6415,1.349574E-7
527,2022-07-12 07:32:29,1537.8701,,17.79,0.8505,1.349570E-7
528,2022-07-12 07:33:58,1537.8586,,32.24,1.6905,1.349560E-7
529,2022-07-12 07:35:28,1537.8366,,26.18,1.3185,1.349541E-7
530,2022-07-12 07:36:57,1537.8317,,32.21,1.6885,1.349536E-7
531,2022-07-12 07:38:26,1537.8292,,32.22,1.6890,1.349534E-7
532,2022-07-12 07:39:55,1537.8192,,32.20,1.6875,1.349525E-7
533,2022-07-12 07:41:24,1537.8142,,32.24,1.6900,1.349521E-7
534,2022-07-12 07:42:54,1537.809,,32.24,1.6905,1.349517E-7
535,2022-07-12 07:44:23,1537.8007,,32.24,1.6905,1.349509E-7
536,2022-07-12 07:45:52,1537.7973,,32.24,1.6900,1.349506E-7
537,2022-07-12 07:47:21,1537.7864,,32.19,1.6870,1.349497E-7
538,2022-07-12 07:48:50,1537.7838,,32.21,1.6885,1.349494E-7
539,2022-07-12 07:50:19,1537.7756,,32.14,1.6840,1.349487E-7
540,2022-07-12 07:51:49,1537.7668,,32.22,1.6890,1.349479E-7
541,2022-07-12 07:53:18,1537.7648,,32.17,1.6860,1.349478E-7
542,2022-07-12 07:54:47,1537.7477,,32.20,1.6880,1.349463E-7
543,2022-07-12 07:56:16,1537.7341,,31.83,1.6640,1.349451E-7
544,2022-07-12 07:57:46,1537.7179,,19.29,0.9305,1.349437E-7
545,2022-07-12 07:59:15,1537.713,,32.20,1.6875,1.349432E-7
546,2022-07-12 08:00:44,1537.7069,,32.18,1.6865,1.349427E-7
547,2022-07-12 08:02:13,1537.7019,,32.18,1.6865,1.349423E-7
548,2022-07-12 08:03:42,1537.7005,,32.17,1.6860,1.349421E-7
549,2022-07-12 08:05:11,1537.6903,,30.32,1.5690,1.349412E-7
550,2022-07-12 08:06:40,1537.6858,,17.95,0.8590,1.349408E-7
551,2022-07-12 08:08:10,1537.6815,,32.22,1.6890,1.349405E-7
552,2022-07-12 08:09:39,1537.6726,,32.09,1.6805,1.349397E-7
553,2022-07-12 08:11:08,1537.6699,,32.15,1.6845,1.349394E-7
554,2022-07-12 08:12:37,1537.6661,,32.17,1.6860,1.349391E-7
555,2022-07-12 08:14:06,1537.6567,,32.22,1.6890,1.349383E-7
556,2022-07-12 08:15:36,1537.6492,,32.19,1.6870,1.349376E-7
557,2022-07-12 08:17:05,1537.6477,,32.22,1.6890,1.349375E-7
558,2022-07-12 08:18:34,1537.6413,,32.20,1.6880,1.349369E-7
559,2022-07-12 08:20:03,1537.6256,,32.13,1.6835,1.349356E-7
560,2022-07-12 08:21:33,1537.6158,,23.95,1.1890,1.349347E-7
561,2022-07-12 08:23:02,1537.6141,,19.28,0.9300,1.349345E-7
562,2022-07-12 08:24:31,1537.5907,,32.17,1.6855,1.349325E-7
563,2022-07-12 08:26:00,1537.5847,,31.60,1.6495,1.349320E-7
564,2022-07-12 08:27:29,1537.5826,,32.17,1.6860,1.349318E-7
565,2022-07-12 08:28:59,1537.5785,,32.18,1.6865,1.349314E-7
566,2022-07-12 08:30:28,1537.5716,,29.71,1.5310,1.349308E-7
567,2022-07-12 08:31:57,1537.5675,,32.05,1.6780,1.349305E-7
568,2022-07-12 08:33:26,1537.5631,,32.19,1.6870,1.349301E-7
569,2022-07-12 08:34:55,1537.5539,,25.66,1.2875,1.349293E-7
570,2022-07-12 08:36:24,1537.5497,,26.32,1.3265,1.349289E-7
571,2022-07-12 08:37:54,1537.5484,,32.22,1.6890,1.349288E-7
572,2022-07-12 08:39:23,1537.5395,,32.24,1.6905,1.349280E-7
573,2022-07-12 08:40:52,1537.5349,,32.24,1.6900,1.349276E-7
574,2022-07-12 08:42:21,1537.5313,,32.29,1.6935,1.349273E-7
575,2022-07-12 08:43:51,1537.5252,,32.24,1.6900,1.349267E-7
576,2022-07-12 08:45:20,1537.5198,,32.24,1.6900,1.349263E-7
577,2022-07-12 08:46:49,1537.5181,,32.19,1.6870,1.349261E-7
578,2022-07-12 08:48:18,1537.5031,,32.28,1.6930,1.349248E-7
579,2022-07-12 08:49:48,1537.4992,,32.24,1.6905,1.349245E-7
580,2022-07-12 08:51:17,1537.4887,,18.17,0.8710,1.349235E-7
581,2022-07-12 08:52:46,1537.4797,,32.29,1.6935,1.349228E-7
582,2022-07-12 08:54:15,1537.4607,,31.79,1.6615,1.349211E-7
583,2022-07-12 08:55:44,1537.4555,,32.21,1.6885,1.349206E-7
584,2022-07-12 08:57:13,1537.454,,32.22,1.6890,1.349205E-7
585,2022-07-12 08:58:43,1537.4519,,31.96,1.6725,1.349203E-7
586,2022-07-12 09:00:12,1537.4455,,32.10,1.6810,1.349198E-7
587,2022-07-12 09:01:42,1537.4445,,19.41,0.9370,1.349197E-7
588,2022-07-12 09:03:11,1537.44,,32.27,1.6925,1.349193E-7
589,2022-07-12 09:04:40,1537.4342,,18.52,0.8895,1.349188E-7
590,2022-07-12 09:06:09,1537.4303,,32.29,1.6935,1.349184E-7
591,2022-07-12 09:07:38,1537.4262,,32.22,1.6890,1.349181E-7
592,2022-07-12 09:09:07,1537.4181,,22.51,1.1075,1.349173E-7
593,2022-07-12 09:10:37,1537.4168,,32.14,1.6840,1.349172E-7
594,2022-07-12 09:12:06,1537.4133,,32.17,1.6860,1.349169E-7
595,2022-07-12 09:13:35,1537.4079,,32.17,1.6860,1.349165E-7
596,2022-07-12 09:15:04,1537.4034,,31.32,1.6315,1.349161E-7
597,2022-07-12 09:16:34,1537.4047,,32.26,1.6915,1.349162E-7
598,2022-07-12 09:18:03,1537.3988,,24.52,1.2215,1.349157E-7
599,2022-07-12 09:19:32,1537.3937,,30.98,1.6100,1.349152E-7
600,2022-07-12 09:21:02,1537.3921,,19.90,0.9635,1.349151E-7
601,2022-07-12 09:22:31,1537.3875,,31.73,1.6580,1.349147E-7
602,2022-07-12 09:24:00,1537.3733,,32.24,1.6900,1.349134E-7
603,2022-07-12 09:25:29,1537.3646,,17.76,0.8490,1.349127E-7
604,2022-07-12 09:26:58,1537.3644,,32.13,1.6835,1.349126E-7
605,2022-07-12 09:28:27,1537.3599,,32.25,1.6910,1.349122E-7
606,2022-07-12 09:29:57,1537.332,,32.21,1.6885,1.349098E-7
607,2022-07-12 09:31:26,1537.3319,,32.23,1.6895,1.349098E-7
608,2022-07-12 09:32:55,1537.33,,32.17,1.6860,1.349096E-7
609,2022-07-12 09:34:25,1537.324,,32.24,1.6900,1.349091E-7
610,2022-07-12 09:35:54,1537.3206,,20.46,0.9940,1.349088E-7
611,2022-07-12 09:37:23,1537.32,,32.06,1.6790,1.349087E-7
612,2022-07-12 09:38:52,1537.3131,,32.23,1.6895,1.349081E-7
613,2022-07-12 09:40:21,1537.3139,,32.24,1.6900,1.349082E-7
614,2022-07-12 09:41:51,1537.3123,,32.20,1.6875,1.349081E-7
615,2022-07-12 09:43:20,1537.3066,,32.22,1.6890,1.349076E-7
616,2022-07-12 09:44:49,1537.3027,,32.26,1.6915,1.349072E-7
617,2022-07-12 09:46:19,1537.2982,,29.80,1.5365,1.349068E-7
618,2022-07-12 09:47:48,1537.2938,,32.23,1.6895,1.349064E-7
619,2022-07-12 09:49:17,1537.2892,,32.25,1.6910,1.349060E-7
620,2022-07-12 09:50:46,1537.2851,,29.61,1.5250,1.349057E-7
621,2022-07-12 09:52:16,1537.2806,,25.31,1.2675,1.349053E-7
622,2022-07-12 09:53:45,1537.2794,,32.23,1.6895,1.349052E-7
623,2022-07-12 09:55:14,1537.2705,,32.24,1.6900,1.349044E-7
624,2022-07-12 09:56:43,1537.2698,,29.93,1.5445,1.349043E-7
625,2022-07-12 09:58:13,1537.2661,,32.20,1.6875,1.349040E-7
626,2022-07-12 09:59:42,1537.2599,,32.25,1.6910,1.349035E-7
627,2022-07-12 10:01:11,1537.2592,,31.59,1.6490,1.349034E-7
628,2022-07-12 10:02:41,1537.2579,,32.29,1.6935,1.349033E-7
629,2022-07-12 10:04:10,1537.2382,,32.30,1.6940,1.349016E-7
630,2022-07-12 10:05:39,1537.237,,19.21,0.9265,1.349015E-7
631,2022-07-12 10:07:12,1537.2248,,32.22,1.6890,1.349004E-7
632,2022-07-12 10:08:41,1537.2235,,31.66,1.6535,1.349003E-7
633,2022-07-12 10:10:10,1537.2056,,32.24,1.6900,1.348987E-7
634,2022-07-12 10:11:47,1537.2036,,32.25,1.6910,1.348985E-7
635,2022-07-12 10:13:16,1537.2027,,13.75,0.6425,1.348984E-7
636,2022-07-12 10:14:45,1537.2321,,32.27,1.6920,1.349010E-7
637,2022-07-12 10:16:14,1537.2241,,32.24,1.6900,1.349003E-7
638,2022-07-12 10:17:44,1537.2052,,32.27,1.6920,1.348987E-7
639,2022-07-12 10:19:13,1537.1977,,31.98,1.6735,1.348980E-7
640,2022-07-12 10:20:42,1537.1977,,24.13,1.1995,1.348980E-7
641,2022-07-12 10:22:11,1537.1969,,32.20,1.6880,1.348979E-7
642,2022-07-12 10:23:41,1537.1883,,32.21,1.6885,1.348972E-7
643,2022-07-12 10:25:10,1537.1867,,31.81,1.6630,1.348970E-7
644,2022-07-12 10:26:39,1537.1861,,31.95,1.6715,1.348970E-7
645,2022-07-12 10:28:08,1537.18,,32.23,1.6895,1.348965E-7
646,2022-07-12 10:29:38,1537.1791,,32.22,1.6890,1.348964E-7
647,2022-07-12 10:31:07,1537.1792,,32.21,1.6885,1.348964E-7
648,2022-07-12 10:32:36,1537.1709,,32.25,1.6910,1.348957E-7
649,2022-07-12 10:34:05,1537.1672,,32.26,1.6915,1.348953E-7
650,2022-07-12 10:35:35,1537.1665,,32.21,1.6885,1.348953E-7
651,2022-07-12 10:37:04,1537.1611,,31.77,1.6600,1.348948E-7
652,2022-07-12 10:38:33,1537.1605,,31.70,1.6560,1.348947E-7
653,2022-07-12 10:40:02,1537.1485,,32.17,1.6860,1.348937E-7
654,2022-07-12 10:41:32,1537.1483,,32.10,1.6815,1.348937E-7
655,2022-07-12 10:43:01,1537.1475,,24.96,1.2470,1.348936E-7
656,2022-07-12 10:44:31,1537.1382,,31.02,1.6130,1.348928E-7
657,2022-07-12 10:46:00,1537.1401,,31.66,1.6535,1.348930E-7
658,2022-07-12 10:47:29,1537.139,,31.73,1.6580,1.348929E-7
659,2022-07-12 10:48:58,1537.1334,,29.32,1.5070,1.348924E-7
660,2022-07-12 10:50:28,1537.1313,,32.17,1.6855,1.348922E-7
661,2022-07-12 10:51:57,1537.1326,,32.16,1.6850,1.348923E-7
662,2022-07-12 10:53:26,1537.1136,,32.16,1.6850,1.348906E-7
663,2022-07-12 10:54:56,1537.1127,,32.18,1.6865,1.348905E-7
664,2022-07-12 10:56:25,1537.11,,31.34,1.6330,1.348903E-7
665,2022-07-12 10:57:54,1537.1046,,32.18,1.6865,1.348898E-7
666,2022-07-12 10:59:24,1537.0958,,32.16,1.6850,1.348891E-7
667,2022-07-12 11:00:53,1537.0777,,22.00,1.0790,1.348875E-7
668,2022-07-12 11:02:22,1537.0762,,23.06,1.1385,1.348873E-7
669,2022-07-12 11:03:52,1537.0755,,32.23,1.6895,1.348873E-7
670,2022-07-12 11:05:21,1537.0667,,32.15,1.6845,1.348865E-7
671,2022-07-12 11:06:50,1537.0696,,32.17,1.6860,1.348868E-7
672,2022-07-12 11:08:20,1537.0655,,23.24,1.1485,1.348864E-7
673,2022-07-12 11:09:49,1537.0589,,32.21,1.6885,1.348858E-7
674,2022-07-12 11:11:18,1537.0618,,32.20,1.6875,1.348861E-7
675,2022-07-12 11:12:47,1537.0599,,32.19,1.6870,1.348859E-7
676,2022-07-12 11:14:17,1537.0564,,32.22,1.6890,1.348856E-7
677,2022-07-12 11:15:46,1537.0495,,32.06,1.6790,1.348850E-7
678,2022-07-12 11:17:19,1537.0447,,32.14,1.6840,1.348846E-7
679,2022-07-12 11:18:48,1537.045,,32.18,1.6865,1.348846E-7
680,2022-07-12 11:20:17,1537.0483,,32.18,1.6865,1.348849E-7
681,2022-07-12 11:21:50,1537.0431,,25.17,1.2590,1.348844E-7
682,2022-07-12 11:23:23,1537.04,,32.19,1.6870,1.348842E-7
683,2022-07-12 11:24:55,1537.0378,,31.58,1.6480,1.348840E-7
684,2022-07-12 11:26:25,1537.035,,32.20,1.6875,1.348837E-7
685,2022-07-12 11:27:54,1537.0297,,32.14,1.6840,1.348833E-7
686,2022-07-12 11:29:23,1537.0328,,32.17,1.6860,1.348835E-7
687,2022-07-12 11:30:52,1537.0292,,29.73,1.5320,1.348832E-7
688,2022-07-12 11:32:22,1537.0197,,32.13,1.6835,1.348824E-7
689,2022-07-12 11:33:51,1537.0207,,18.34,0.8800,1.348825E-7
690,2022-07-12 11:35:20,1537.0194,,32.19,1.6870,1.348824E-7
691,2022-07-12 11:36:50,1537.0137,,32.18,1.6865,1.348819E-7
692,2022-07-12 11:38:19,1537.01,,32.13,1.6835,1.348815E-7
693,2022-07-12 11:39:48,1537.0114,,32.16,1.6850,1.348817E-7
694,2022-07-12 11:41:17,1537.0051,,32.18,1.6865,1.348811E-7
695,2022-07-12 11:42:47,1537.0046,,32.18,1.6865,1.348811E-7
696,2022-07-12 11:44:20,1536.9887,,32.13,1.6830,1.348797E-7
697,2022-07-12 11:45:49,1536.9898,,32.15,1.6845,1.348798E-7
698,2022-07-12 11:47:18,1536.989,,32.17,1.6860,1.348797E-7
699,2022-07-12 11:48:47,1536.9815,,31.96,1.6725,1.348790E-7
700,2022-07-12 11:50:17,1536.9813,,32.17,1.6860,1.348790E-7
701,2022-07-12 11:51:46,1536.9811,,32.17,1.6860,1.348790E-7
702,2022-07-12 11:53:15,1536.9686,,32.12,1.6825,1.348779E-7
703,2022-07-12 11:54:45,1536.953,,30.85,1.6020,1.348765E-7
704,2022-07-12 11:56:14,1536.9685,,32.20,1.6880,1.348779E-7
705,2022-07-12 11:57:44,1536.951,,17.86,0.8545,1.348764E-7
706,2022-07-12 11:59:13,1536.9505,,32.20,1.6880,1.348763E-7
707,2022-07-12 12:00:42,1536.9464,,32.11,1.6820,1.348760E-7
708,2022-07-12 12:02:11,1536.9422,,23.65,1.1720,1.348756E-7
709,2022-07-12 12:03:41,1536.9413,,20.37,0.9890,1.348755E-7
710,2022-07-12 12:05:10,1536.9357,,32.12,1.6825,1.348750E-7
