,time,ctwl/nm,thresh/dBm,reflection/%
951,2022-07-29 07:12:36,1541.144,-43.03,
952,2022-07-29 07:13:45,1541.136,-43.032,
953,2022-07-29 07:14:54,1541.124,-43.038,
954,2022-07-29 07:16:03,1541.12,-43.027,
955,2022-07-29 07:17:13,1541.112,-43.031,
956,2022-07-29 07:18:22,1541.104,-43.028,
957,2022-07-29 07:19:31,1541.096,-43.03,
958,2022-07-29 07:20:41,1541.088,-43.037,
959,2022-07-29 07:21:50,1541.084,-43.025,
960,2022-07-29 07:22:59,1541.076,-43.027,
961,2022-07-29 07:24:08,1541.068,-43.027,
962,2022-07-29 07:25:17,1541.06,-43.037,
963,2022-07-29 07:26:27,1541.052,-43.03,
964,2022-07-29 07:27:36,1541.044,-43.033,
965,2022-07-29 07:28:45,1541.036,-43.03,
966,2022-07-29 07:29:54,1541.032,-43.033,
967,2022-07-29 07:31:04,1541.024,-43.031,
968,2022-07-29 07:32:13,1541.016,-43.032,
969,2022-07-29 07:33:22,1541.008,-43.038,
970,2022-07-29 07:34:31,1541.004,-43.033,
971,2022-07-29 07:35:40,1540.996,-43.031,
972,2022-07-29 07:36:50,1540.988,-43.032,
973,2022-07-29 07:37:59,1540.98,-43.039,
974,2022-07-29 07:39:08,1540.976,-43.033,
975,2022-07-29 07:40:17,1540.968,-43.029,
976,2022-07-29 07:41:27,1540.96,-43.038,
977,2022-07-29 07:42:36,1540.952,-43.042,
978,2022-07-29 07:43:45,1540.948,-43.038,
979,2022-07-29 07:44:54,1540.94,-43.038,
980,2022-07-29 07:46:03,1540.936,-43.037,
981,2022-07-29 07:47:13,1540.928,-43.037,
982,2022-07-29 07:48:22,1540.92,-43.041,
983,2022-07-29 07:49:31,1540.916,-43.042,
984,2022-07-29 07:50:40,1540.904,-43.047,
985,2022-07-29 07:51:49,1540.9,-43.04,
986,2022-07-29 07:52:59,1540.892,-43.044,
987,2022-07-29 07:54:08,1540.888,-43.042,
988,2022-07-29 07:55:17,1540.88,-43.042,
989,2022-07-29 07:56:26,1540.872,-43.044,
990,2022-07-29 07:57:35,1540.868,-43.049,
991,2022-07-29 07:58:45,1540.86,-43.05,
992,2022-07-29 07:59:54,1540.856,-43.045,
993,2022-07-29 08:01:03,1540.848,-43.048,
994,2022-07-29 08:02:13,1540.84,-43.051,
995,2022-07-29 08:03:22,1540.836,-43.049,
996,2022-07-29 08:04:31,1540.828,-43.046,
997,2022-07-29 06:25:14,1541.492,-43.034,
