,time,ctwl/nm,notch/dB,reflection/%,t-depth/dB,n_ac
435,2022-07-29 23:22:36,1539.3141,,6.12,0.2745,1.350837E-7
436,2022-07-29 23:23:46,1539.3131,,10.22,0.4680,1.350836E-7
437,2022-07-29 23:24:56,1539.3113,,10.11,0.4630,1.350835E-7
438,2022-07-29 23:26:06,1539.3132,,10.28,0.4710,1.350837E-7
439,2022-07-29 23:27:15,1539.3135,,10.21,0.4675,1.350837E-7
440,2022-07-29 23:28:25,1539.3131,,10.24,0.4690,1.350836E-7
441,2022-07-29 23:29:35,1539.3107,,10.10,0.4625,1.350834E-7
442,2022-07-29 23:30:45,1539.3133,,10.22,0.4680,1.350837E-7
443,2022-07-29 23:31:55,1539.3111,,7.18,0.3235,1.350835E-7
444,2022-07-29 23:33:04,1539.3104,,10.17,0.4660,1.350834E-7
445,2022-07-29 23:34:14,1539.3107,,8.80,0.4000,1.350834E-7
446,2022-07-29 23:35:24,1539.3104,,10.20,0.4670,1.350834E-7
447,2022-07-29 23:36:33,1539.3094,,10.22,0.4680,1.350833E-7
448,2022-07-29 23:37:43,1539.308,,10.12,0.4635,1.350832E-7
449,2022-07-29 23:38:53,1539.312,,5.58,0.2495,1.350835E-7
450,2022-07-29 23:40:03,1539.3094,,10.17,0.4660,1.350833E-7
451,2022-07-29 23:41:13,1539.3126,,7.39,0.3335,1.350836E-7
452,2022-07-29 23:42:22,1539.3097,,10.15,0.4650,1.350833E-7
453,2022-07-29 23:43:32,1539.3114,,10.20,0.4670,1.350835E-7
454,2022-07-29 23:44:42,1539.3075,,10.13,0.4640,1.350832E-7
455,2022-07-29 23:45:51,1539.3077,,9.92,0.4535,1.350832E-7
456,2022-07-29 23:47:01,1539.3054,,10.20,0.4670,1.350830E-7
457,2022-07-29 23:48:13,1539.3103,,10.18,0.4665,1.350834E-7
458,2022-07-29 23:49:23,1539.3092,,9.68,0.4420,1.350833E-7
459,2022-07-29 23:50:33,1539.307,,6.55,0.2940,1.350831E-7
460,2022-07-29 23:51:42,1539.3066,,10.11,0.4630,1.350831E-7
461,2022-07-29 23:52:52,1539.308,,7.29,0.3285,1.350832E-7
462,2022-07-29 23:54:02,1539.3105,,10.02,0.4585,1.350834E-7
463,2022-07-29 23:55:11,1539.3059,,5.29,0.2360,1.350830E-7
464,2022-07-29 23:56:21,1539.3072,,5.64,0.2520,1.350831E-7
465,2022-07-29 23:57:31,1539.3054,,10.12,0.4635,1.350830E-7
466,2022-07-29 23:58:41,1539.3052,,10.14,0.4645,1.350830E-7
467,2022-07-29 23:59:51,1539.3061,,10.25,0.4695,1.350830E-7
468,2022-07-30 00:01:00,1539.3072,,10.13,0.4640,1.350831E-7
469,2022-07-30 00:02:10,1539.3051,,10.14,0.4645,1.350829E-7
470,2022-07-30 00:03:20,1539.3053,,9.95,0.4550,1.350830E-7
471,2022-07-30 00:04:30,1539.3046,,10.18,0.4665,1.350829E-7
472,2022-07-30 00:05:39,1539.305,,10.11,0.4630,1.350829E-7
473,2022-07-30 00:06:49,1539.3049,,10.20,0.4670,1.350829E-7
474,2022-07-30 00:07:59,1539.3067,,10.11,0.4630,1.350831E-7
475,2022-07-30 00:09:10,1539.3044,,5.80,0.2595,1.350829E-7
476,2022-07-30 00:10:19,1539.304,,10.18,0.4665,1.350828E-7
477,2022-07-30 00:11:29,1539.3039,,4.65,0.2070,1.350828E-7
478,2022-07-30 00:12:39,1539.3041,,10.00,0.4575,1.350829E-7
479,2022-07-30 00:13:48,1539.3039,,6.62,0.2975,1.350828E-7
480,2022-07-30 00:14:58,1539.3036,,10.14,0.4645,1.350828E-7
481,2022-07-30 00:16:08,1539.304,,10.02,0.4585,1.350828E-7
482,2022-07-30 00:17:18,1539.3014,,10.07,0.4610,1.350826E-7
483,2022-07-30 00:18:28,1539.301,,9.56,0.4365,1.350826E-7
484,2022-07-30 00:19:37,1539.3036,,10.00,0.4575,1.350828E-7
485,2022-07-30 00:20:47,1539.3014,,9.99,0.4570,1.350826E-7
486,2022-07-30 00:21:57,1539.3006,,10.13,0.4640,1.350825E-7
487,2022-07-30 00:23:07,1539.303,,6.97,0.3140,1.350828E-7
488,2022-07-30 00:24:16,1539.3023,,10.14,0.4645,1.350827E-7
489,2022-07-30 00:25:26,1539.3004,,10.16,0.4655,1.350825E-7
490,2022-07-30 00:26:36,1539.2984,,6.58,0.2955,1.350824E-7
491,2022-07-30 00:27:46,1539.3011,,10.14,0.4645,1.350826E-7
492,2022-07-30 00:28:56,1539.3028,,7.02,0.3160,1.350827E-7
493,2022-07-30 00:30:05,1539.2984,,9.70,0.4430,1.350824E-7
494,2022-07-30 00:31:15,1539.3002,,1.38,0.0605,1.350825E-7
495,2022-07-30 00:32:25,1539.2999,,6.17,0.2765,1.350825E-7
496,2022-07-30 00:33:35,1539.2973,,10.18,0.4665,1.350823E-7
497,2022-07-30 00:34:45,1539.3018,,6.14,0.2750,1.350827E-7
498,2022-07-30 00:35:54,1539.2971,,10.02,0.4585,1.350822E-7
499,2022-07-30 00:37:04,1539.297,,5.37,0.2395,1.350822E-7
500,2022-07-30 00:38:14,1539.2995,,8.91,0.4055,1.350825E-7
501,2022-07-30 00:39:24,1539.2971,,10.17,0.4660,1.350822E-7
502,2022-07-30 00:40:34,1539.2978,,5.52,0.2465,1.350823E-7
503,2022-07-30 00:41:43,1539.299,,10.07,0.4610,1.350824E-7
504,2022-07-30 00:42:53,1539.299,,10.16,0.4655,1.350824E-7
505,2022-07-30 00:44:03,1539.2961,,10.18,0.4665,1.350822E-7
506,2022-07-30 00:45:13,1539.2964,,10.17,0.4660,1.350822E-7
507,2022-07-30 00:46:22,1539.2959,,9.88,0.4520,1.350821E-7
508,2022-07-30 00:47:32,1539.2961,,7.72,0.3490,1.350822E-7
509,2022-07-30 00:48:42,1539.2985,,10.24,0.4690,1.350824E-7
510,2022-07-30 00:49:52,1539.2967,,7.74,0.3500,1.350822E-7
511,2022-07-30 00:51:02,1539.298,,10.10,0.4625,1.350823E-7
512,2022-07-30 00:52:12,1539.2958,,2.40,0.1055,1.350821E-7
513,2022-07-30 00:53:21,1539.2958,,10.21,0.4675,1.350821E-7
514,2022-07-30 00:54:31,1539.2953,,10.24,0.4690,1.350821E-7
515,2022-07-30 00:55:41,1539.2957,,10.18,0.4665,1.350821E-7
516,2022-07-30 00:56:51,1539.2955,,10.18,0.4665,1.350821E-7
517,2022-07-30 00:58:01,1539.2947,,10.20,0.4670,1.350820E-7
518,2022-07-30 00:59:11,1539.2952,,10.21,0.4675,1.350821E-7
519,2022-07-30 01:00:21,1539.2956,,10.18,0.4665,1.350821E-7
520,2022-07-30 01:01:31,1539.2951,,5.69,0.2545,1.350821E-7
521,2022-07-30 01:02:41,1539.2955,,8.08,0.3660,1.350821E-7
522,2022-07-30 01:03:50,1539.2949,,6.18,0.2770,1.350820E-7
523,2022-07-30 01:05:00,1539.2948,,10.03,0.4590,1.350820E-7
524,2022-07-30 01:06:10,1539.295,,7.81,0.3530,1.350821E-7
525,2022-07-30 01:07:20,1539.2943,,10.22,0.4680,1.350820E-7
526,2022-07-30 01:08:30,1539.2945,,6.87,0.3090,1.350820E-7
527,2022-07-30 01:09:40,1539.2945,,10.14,0.4645,1.350820E-7
528,2022-07-30 01:10:49,1539.2942,,1.58,0.0690,1.350820E-7
529,2022-07-30 01:11:59,1539.294,,10.24,0.4690,1.350820E-7
530,2022-07-30 01:13:09,1539.293,,8.68,0.3945,1.350819E-7
531,2022-07-30 01:14:19,1539.2934,,5.32,0.2375,1.350819E-7
532,2022-07-30 01:15:28,1539.2936,,10.17,0.4660,1.350819E-7
533,2022-07-30 01:16:38,1539.2931,,10.22,0.4680,1.350819E-7
534,2022-07-30 01:17:48,1539.293,,10.24,0.4690,1.350819E-7
535,2022-07-30 01:18:58,1539.2932,,10.20,0.4670,1.350819E-7
536,2022-07-30 01:20:08,1539.2927,,6.84,0.3075,1.350819E-7
537,2022-07-30 01:21:18,1539.2928,,10.15,0.4650,1.350819E-7
538,2022-07-30 01:22:27,1539.2925,,10.21,0.4675,1.350818E-7
539,2022-07-30 01:23:37,1539.292,,10.10,0.4625,1.350818E-7
540,2022-07-30 01:24:47,1539.2921,,8.98,0.4085,1.350818E-7
541,2022-07-30 01:25:57,1539.2927,,10.20,0.4670,1.350819E-7
542,2022-07-30 01:27:07,1539.2924,,10.16,0.4655,1.350818E-7
543,2022-07-30 01:28:17,1539.2925,,9.76,0.4460,1.350818E-7
544,2022-07-30 01:29:27,1539.2914,,10.16,0.4655,1.350817E-7
545,2022-07-30 01:30:36,1539.2928,,6.63,0.2980,1.350819E-7
546,2022-07-30 01:31:46,1539.2921,,9.81,0.4485,1.350818E-7
547,2022-07-30 01:32:56,1539.2917,,5.38,0.2400,1.350818E-7
548,2022-07-30 01:34:06,1539.292,,6.18,0.2770,1.350818E-7
549,2022-07-30 01:35:16,1539.2918,,8.27,0.3750,1.350818E-7
550,2022-07-30 01:36:26,1539.2917,,9.68,0.4420,1.350818E-7
551,2022-07-30 01:37:35,1539.2872,,10.13,0.4640,1.350814E-7
552,2022-07-30 01:38:45,1539.2867,,10.11,0.4630,1.350813E-7
553,2022-07-30 01:39:55,1539.2916,,10.24,0.4690,1.350818E-7
554,2022-07-30 01:41:05,1539.2906,,10.20,0.4670,1.350817E-7
555,2022-07-30 01:42:15,1539.2865,,5.23,0.2335,1.350813E-7
556,2022-07-30 01:43:25,1539.2908,,10.17,0.4660,1.350817E-7
557,2022-07-30 01:44:35,1539.2908,,5.28,0.2355,1.350817E-7
558,2022-07-30 01:45:44,1539.2863,,9.66,0.4410,1.350813E-7
559,2022-07-30 01:46:54,1539.2906,,10.25,0.4695,1.350817E-7
560,2022-07-30 01:48:04,1539.2859,,10.13,0.4640,1.350813E-7
561,2022-07-30 01:49:15,1539.2879,,10.16,0.4655,1.350814E-7
562,2022-07-30 01:50:25,1539.2885,,10.23,0.4685,1.350815E-7
563,2022-07-30 01:51:35,1539.2854,,2.46,0.1080,1.350812E-7
564,2022-07-30 01:52:45,1539.2854,,9.02,0.4105,1.350812E-7
565,2022-07-30 01:53:54,1539.2901,,10.18,0.4665,1.350816E-7
566,2022-07-30 01:55:04,1539.2843,,9.80,0.4480,1.350811E-7
567,2022-07-30 01:56:14,1539.2903,,5.25,0.2340,1.350816E-7
568,2022-07-30 01:57:24,1539.2858,,10.12,0.4635,1.350812E-7
569,2022-07-30 01:58:37,1539.2857,,8.94,0.4065,1.350812E-7
570,2022-07-30 01:59:50,1539.2869,,10.14,0.4645,1.350813E-7
571,2022-07-30 02:01:00,1539.2851,,9.83,0.4495,1.350812E-7
572,2022-07-30 02:02:13,1539.2842,,10.16,0.4655,1.350811E-7
573,2022-07-30 02:03:23,1539.2849,,10.09,0.4620,1.350812E-7
574,2022-07-30 02:04:33,1539.2846,,8.74,0.3970,1.350811E-7
575,2022-07-30 02:05:43,1539.2847,,4.98,0.2220,1.350812E-7
576,2022-07-30 02:06:53,1539.2843,,10.17,0.4660,1.350811E-7
577,2022-07-30 02:08:03,1539.2841,,10.14,0.4645,1.350811E-7
578,2022-07-30 02:09:13,1539.2817,,10.03,0.4590,1.350809E-7
579,2022-07-30 02:10:23,1539.2827,,10.21,0.4675,1.350810E-7
580,2022-07-30 02:11:32,1539.2825,,8.90,0.4050,1.350810E-7
581,2022-07-30 02:12:42,1539.2842,,10.15,0.4650,1.350811E-7
582,2022-07-30 02:13:52,1539.2833,,10.07,0.4610,1.350810E-7
583,2022-07-30 02:15:02,1539.2832,,10.22,0.4680,1.350810E-7
584,2022-07-30 02:16:12,1539.2835,,10.23,0.4685,1.350810E-7
585,2022-07-30 02:17:22,1539.281,,10.14,0.4645,1.350808E-7
586,2022-07-30 02:18:32,1539.2809,,10.20,0.4670,1.350808E-7
587,2022-07-30 02:19:42,1539.2808,,8.38,0.3800,1.350808E-7
588,2022-07-30 02:20:51,1539.2808,,10.14,0.4645,1.350808E-7
589,2022-07-30 02:22:01,1539.2808,,5.80,0.2595,1.350808E-7
590,2022-07-30 02:23:11,1539.2806,,6.32,0.2835,1.350808E-7
591,2022-07-30 02:24:21,1539.2805,,10.09,0.4620,1.350808E-7
592,2022-07-30 02:25:31,1539.2804,,10.14,0.4645,1.350808E-7
593,2022-07-30 02:26:41,1539.2806,,9.88,0.4520,1.350808E-7
594,2022-07-30 02:27:51,1539.2825,,10.17,0.4660,1.350810E-7
595,2022-07-30 02:29:01,1539.2802,,10.18,0.4665,1.350808E-7
596,2022-07-30 02:30:11,1539.2804,,10.20,0.4670,1.350808E-7
597,2022-07-30 02:31:21,1539.2828,,10.21,0.4675,1.350810E-7
598,2022-07-30 02:32:30,1539.2798,,5.57,0.2490,1.350807E-7
599,2022-07-30 02:33:40,1539.2816,,10.20,0.4670,1.350809E-7
600,2022-07-30 02:34:50,1539.2802,,2.08,0.0915,1.350808E-7
601,2022-07-30 02:36:00,1539.2798,,10.21,0.4675,1.350807E-7
602,2022-07-30 02:37:10,1539.2795,,10.23,0.4685,1.350807E-7
603,2022-07-30 02:38:20,1539.2792,,10.20,0.4670,1.350807E-7
604,2022-07-30 02:39:30,1539.2794,,5.21,0.2325,1.350807E-7
605,2022-07-30 02:40:40,1539.2786,,9.88,0.4520,1.350806E-7
606,2022-07-30 02:41:50,1539.2788,,6.62,0.2975,1.350806E-7
607,2022-07-30 02:42:59,1539.2789,,8.58,0.3895,1.350806E-7
608,2022-07-30 02:44:09,1539.2789,,10.16,0.4655,1.350806E-7
609,2022-07-30 02:45:19,1539.2791,,8.57,0.3890,1.350807E-7
610,2022-07-30 02:46:29,1539.2762,,10.18,0.4665,1.350804E-7
611,2022-07-30 02:47:39,1539.2788,,7.12,0.3210,1.350806E-7
612,2022-07-30 02:48:49,1539.2773,,5.78,0.2585,1.350805E-7
613,2022-07-30 02:49:59,1539.2781,,6.07,0.2720,1.350806E-7
614,2022-07-30 02:51:09,1539.2787,,10.16,0.4655,1.350806E-7
615,2022-07-30 02:52:19,1539.2781,,9.07,0.4130,1.350806E-7
616,2022-07-30 02:53:28,1539.2757,,10.26,0.4700,1.350804E-7
617,2022-07-30 02:54:38,1539.2784,,10.20,0.4670,1.350806E-7
618,2022-07-30 02:55:48,1539.2758,,10.20,0.4670,1.350804E-7
619,2022-07-30 02:56:58,1539.2785,,10.17,0.4660,1.350806E-7
620,2022-07-30 02:58:08,1539.2761,,10.15,0.4650,1.350804E-7
621,2022-07-30 02:59:19,1539.2754,,9.91,0.4530,1.350803E-7
622,2022-07-30 03:00:29,1539.2753,,10.15,0.4650,1.350803E-7
623,2022-07-30 03:01:39,1539.2781,,9.25,0.4215,1.350806E-7
624,2022-07-30 03:02:49,1539.2753,,10.21,0.4675,1.350803E-7
625,2022-07-30 03:03:59,1539.2773,,9.94,0.4545,1.350805E-7
626,2022-07-30 03:05:09,1539.2775,,10.22,0.4680,1.350805E-7
627,2022-07-30 03:06:18,1539.2776,,10.17,0.4660,1.350805E-7
628,2022-07-30 03:07:28,1539.2731,,6.16,0.2760,1.350801E-7
629,2022-07-30 03:08:38,1539.2772,,10.23,0.4685,1.350805E-7
630,2022-07-30 03:09:48,1539.2746,,10.16,0.4655,1.350803E-7
631,2022-07-30 03:10:58,1539.2746,,10.14,0.4645,1.350803E-7
632,2022-07-30 03:12:08,1539.2746,,6.02,0.2695,1.350803E-7
633,2022-07-30 03:13:18,1539.2749,,7.18,0.3235,1.350803E-7
634,2022-07-30 03:14:28,1539.2766,,5.27,0.2350,1.350804E-7
635,2022-07-30 03:15:38,1539.2746,,9.53,0.4350,1.350803E-7
636,2022-07-30 03:16:48,1539.2744,,10.15,0.4650,1.350802E-7
637,2022-07-30 03:17:58,1539.2744,,10.29,0.4715,1.350802E-7
638,2022-07-30 03:19:08,1539.2767,,10.22,0.4680,1.350804E-7
639,2022-07-30 03:20:18,1539.2739,,10.22,0.4680,1.350802E-7
640,2022-07-30 03:21:28,1539.2739,,8.65,0.3930,1.350802E-7
641,2022-07-30 03:22:37,1539.2733,,6.15,0.2755,1.350802E-7
642,2022-07-30 03:23:47,1539.2716,,10.16,0.4655,1.350800E-7
643,2022-07-30 03:24:57,1539.2712,,10.23,0.4685,1.350800E-7
644,2022-07-30 03:26:07,1539.2735,,10.09,0.4620,1.350802E-7
645,2022-07-30 03:27:17,1539.2729,,10.21,0.4675,1.350801E-7
646,2022-07-30 03:28:27,1539.2739,,9.34,0.4260,1.350802E-7
647,2022-07-30 03:29:37,1539.2731,,6.82,0.3070,1.350801E-7
648,2022-07-30 03:30:47,1539.2734,,4.02,0.1780,1.350802E-7
649,2022-07-30 03:31:57,1539.271,,10.16,0.4655,1.350799E-7
650,2022-07-30 03:33:07,1539.2712,,10.24,0.4690,1.350800E-7
651,2022-07-30 03:34:17,1539.2704,,10.07,0.4610,1.350799E-7
652,2022-07-30 03:35:27,1539.2701,,8.59,0.3900,1.350799E-7
653,2022-07-30 03:36:37,1539.2701,,9.03,0.4110,1.350799E-7
654,2022-07-30 03:37:46,1539.2732,,10.14,0.4645,1.350801E-7
655,2022-07-30 03:38:57,1539.2733,,10.24,0.4690,1.350802E-7
656,2022-07-30 03:40:07,1539.2725,,7.44,0.3360,1.350801E-7
657,2022-07-30 03:41:16,1539.2706,,10.21,0.4675,1.350799E-7
658,2022-07-30 03:42:26,1539.2686,,10.15,0.4650,1.350797E-7
659,2022-07-30 03:43:36,1539.2701,,9.59,0.4380,1.350799E-7
660,2022-07-30 03:44:46,1539.2705,,10.30,0.4720,1.350799E-7
661,2022-07-30 03:45:56,1539.2702,,10.21,0.4675,1.350799E-7
662,2022-07-30 03:47:06,1539.2696,,10.20,0.4670,1.350798E-7
663,2022-07-30 03:48:16,1539.2702,,10.24,0.4690,1.350799E-7
664,2022-07-30 03:49:27,1539.2703,,10.26,0.4700,1.350799E-7
665,2022-07-30 03:50:37,1539.2703,,8.82,0.4010,1.350799E-7
666,2022-07-30 03:51:47,1539.27,,10.25,0.4695,1.350799E-7
667,2022-07-30 03:52:57,1539.2694,,10.22,0.4680,1.350798E-7
668,2022-07-30 03:54:07,1539.27,,10.03,0.4590,1.350799E-7
669,2022-07-30 03:55:17,1539.2699,,10.21,0.4675,1.350799E-7
670,2022-07-30 03:56:27,1539.2696,,5.65,0.2525,1.350798E-7
671,2022-07-30 03:57:36,1539.2696,,10.27,0.4705,1.350798E-7
672,2022-07-30 03:58:47,1539.2688,,10.20,0.4670,1.350798E-7
673,2022-07-30 03:59:57,1539.2691,,5.60,0.2505,1.350798E-7
674,2022-07-30 04:01:10,1539.2673,,10.06,0.4605,1.350796E-7
675,2022-07-30 04:02:20,1539.2669,,10.29,0.4715,1.350796E-7
676,2022-07-30 04:03:30,1539.2691,,10.15,0.4650,1.350798E-7
677,2022-07-30 04:04:40,1539.2661,,10.28,0.4710,1.350795E-7
678,2022-07-30 04:05:50,1539.2667,,10.25,0.4695,1.350796E-7
679,2022-07-30 04:07:00,1539.2668,,10.26,0.4700,1.350796E-7
680,2022-07-30 04:08:10,1539.2692,,10.24,0.4690,1.350798E-7
681,2022-07-30 04:09:20,1539.2664,,10.26,0.4700,1.350795E-7
682,2022-07-30 04:10:30,1539.2679,,10.24,0.4690,1.350797E-7
683,2022-07-30 04:11:40,1539.266,,10.26,0.4700,1.350795E-7
684,2022-07-30 04:12:50,1539.2659,,10.22,0.4680,1.350795E-7
685,2022-07-30 04:14:00,1539.2658,,9.11,0.4150,1.350795E-7
686,2022-07-30 04:15:09,1539.2656,,9.65,0.4405,1.350795E-7
687,2022-07-30 04:16:19,1539.2657,,5.77,0.2580,1.350795E-7
688,2022-07-30 04:17:29,1539.266,,6.52,0.2930,1.350795E-7
689,2022-07-30 04:18:40,1539.2655,,10.14,0.4645,1.350795E-7
690,2022-07-30 04:19:50,1539.2653,,7.56,0.3415,1.350794E-7
691,2022-07-30 04:20:59,1539.2657,,7.55,0.3410,1.350795E-7
692,2022-07-30 04:22:09,1539.2658,,7.25,0.3270,1.350795E-7
693,2022-07-30 04:23:19,1539.2649,,10.23,0.4685,1.350794E-7
694,2022-07-30 04:24:30,1539.2652,,10.25,0.4695,1.350794E-7
695,2022-07-30 04:25:40,1539.2651,,10.10,0.4625,1.350794E-7
696,2022-07-30 04:26:50,1539.2654,,10.22,0.4680,1.350795E-7
697,2022-07-30 04:28:00,1539.268,,10.17,0.4660,1.350797E-7
698,2022-07-30 04:29:10,1539.2661,,10.21,0.4675,1.350795E-7
699,2022-07-30 04:30:20,1539.2653,,2.57,0.1130,1.350794E-7
700,2022-07-30 04:31:30,1539.2645,,7.59,0.3430,1.350794E-7
701,2022-07-30 04:32:40,1539.2676,,10.22,0.4680,1.350797E-7
702,2022-07-30 04:33:50,1539.2647,,10.09,0.4620,1.350794E-7
703,2022-07-30 04:35:00,1539.2646,,10.15,0.4650,1.350794E-7
704,2022-07-30 04:36:10,1539.2647,,8.26,0.3745,1.350794E-7
705,2022-07-30 04:37:20,1539.264,,9.46,0.4315,1.350793E-7
706,2022-07-30 04:38:31,1539.267,,10.18,0.4665,1.350796E-7
707,2022-07-30 04:39:41,1539.2644,,7.69,0.3475,1.350794E-7
708,2022-07-30 04:40:51,1539.2651,,7.90,0.3575,1.350794E-7
709,2022-07-30 04:42:01,1539.2646,,10.21,0.4675,1.350794E-7
710,2022-07-30 04:43:11,1539.2652,,10.22,0.4680,1.350794E-7
711,2022-07-30 04:44:21,1539.2641,,5.70,0.2550,1.350793E-7
712,2022-07-30 04:45:31,1539.2644,,10.23,0.4685,1.350794E-7
713,2022-07-30 04:46:41,1539.2645,,7.57,0.3420,1.350794E-7
714,2022-07-30 04:47:51,1539.2646,,10.11,0.4630,1.350794E-7
715,2022-07-30 04:49:01,1539.2641,,10.29,0.4715,1.350793E-7
716,2022-07-30 04:50:11,1539.2627,,10.18,0.4665,1.350792E-7
717,2022-07-30 04:51:21,1539.2644,,9.29,0.4235,1.350794E-7
718,2022-07-30 04:52:31,1539.2638,,10.16,0.4655,1.350793E-7
719,2022-07-30 04:53:41,1539.2617,,9.41,0.4290,1.350791E-7
720,2022-07-30 04:54:51,1539.2665,,9.36,0.4270,1.350796E-7
721,2022-07-30 04:56:01,1539.2636,,8.58,0.3895,1.350793E-7
722,2022-07-30 04:57:10,1539.2639,,4.69,0.2085,1.350793E-7
723,2022-07-30 04:58:21,1539.2637,,10.25,0.4695,1.350793E-7
724,2022-07-30 04:59:32,1539.2634,,10.23,0.4685,1.350793E-7
725,2022-07-30 05:00:42,1539.2635,,10.21,0.4675,1.350793E-7
726,2022-07-30 05:01:52,1539.2638,,10.24,0.4690,1.350793E-7
727,2022-07-30 05:03:02,1539.2635,,10.16,0.4655,1.350793E-7
728,2022-07-30 05:04:12,1539.2642,,6.69,0.3005,1.350794E-7
729,2022-07-30 05:05:22,1539.263,,8.67,0.3940,1.350792E-7
730,2022-07-30 05:06:32,1539.2634,,5.49,0.2450,1.350793E-7
731,2022-07-30 05:07:42,1539.2633,,10.24,0.4690,1.350793E-7
732,2022-07-30 05:08:52,1539.2634,,10.25,0.4695,1.350793E-7
733,2022-07-30 05:10:02,1539.2635,,8.03,0.3635,1.350793E-7
734,2022-07-30 05:11:12,1539.2633,,7.60,0.3435,1.350793E-7
735,2022-07-30 05:12:22,1539.2638,,10.28,0.4710,1.350793E-7
736,2022-07-30 05:13:32,1539.2632,,9.49,0.4330,1.350793E-7
737,2022-07-30 05:14:42,1539.2635,,10.12,0.4635,1.350793E-7
738,2022-07-30 05:15:52,1539.2632,,10.01,0.4580,1.350793E-7
739,2022-07-30 05:17:05,1539.2626,,9.26,0.4220,1.350792E-7
740,2022-07-30 05:18:15,1539.2631,,6.89,0.3100,1.350793E-7
741,2022-07-30 05:19:25,1539.2625,,10.21,0.4675,1.350792E-7
742,2022-07-30 05:20:39,1539.263,,10.20,0.4670,1.350792E-7
743,2022-07-30 05:21:49,1539.2628,,5.18,0.2310,1.350792E-7
744,2022-07-30 05:22:59,1539.2622,,10.27,0.4705,1.350792E-7
745,2022-07-30 05:24:09,1539.2604,,10.33,0.4735,1.350790E-7
746,2022-07-30 05:25:19,1539.2624,,10.26,0.4700,1.350792E-7
747,2022-07-30 05:26:29,1539.2601,,10.11,0.4630,1.350790E-7
748,2022-07-30 05:27:39,1539.2625,,10.23,0.4685,1.350792E-7
749,2022-07-30 05:28:49,1539.2608,,10.10,0.4625,1.350791E-7
750,2022-07-30 05:29:59,1539.261,,10.18,0.4665,1.350791E-7
751,2022-07-30 05:31:09,1539.2629,,10.29,0.4715,1.350792E-7
752,2022-07-30 05:32:19,1539.2581,,10.28,0.4710,1.350788E-7
753,2022-07-30 05:33:29,1539.2643,,10.22,0.4680,1.350794E-7
754,2022-07-30 05:34:39,1539.2625,,10.23,0.4685,1.350792E-7
755,2022-07-30 05:35:49,1539.2602,,9.25,0.4215,1.350790E-7
756,2022-07-30 05:36:59,1539.2629,,10.24,0.4690,1.350792E-7
757,2022-07-30 05:38:09,1539.2618,,10.31,0.4725,1.350791E-7
758,2022-07-30 05:39:20,1539.2613,,8.43,0.3825,1.350791E-7
759,2022-07-30 05:40:30,1539.261,,10.22,0.4680,1.350791E-7
760,2022-07-30 05:41:40,1539.2603,,10.07,0.4610,1.350790E-7
761,2022-07-30 05:42:50,1539.2619,,9.28,0.4230,1.350792E-7
762,2022-07-30 05:44:00,1539.2616,,6.34,0.2845,1.350791E-7
763,2022-07-30 05:45:10,1539.2591,,10.17,0.4660,1.350789E-7
764,2022-07-30 05:46:20,1539.2598,,5.76,0.2575,1.350790E-7
765,2022-07-30 05:47:30,1539.2589,,5.11,0.2280,1.350789E-7
766,2022-07-30 05:48:40,1539.258,,10.26,0.4700,1.350788E-7
767,2022-07-30 05:49:50,1539.2615,,9.14,0.4165,1.350791E-7
768,2022-07-30 05:51:00,1539.2612,,10.27,0.4705,1.350791E-7
769,2022-07-30 05:52:10,1539.2586,,7.23,0.3260,1.350789E-7
770,2022-07-30 05:53:20,1539.2565,,9.56,0.4365,1.350787E-7
771,2022-07-30 05:54:30,1539.2613,,10.22,0.4680,1.350791E-7
772,2022-07-30 05:55:40,1539.2615,,8.17,0.3700,1.350791E-7
773,2022-07-30 05:56:50,1539.2615,,10.25,0.4695,1.350791E-7
774,2022-07-30 05:58:00,1539.2615,,10.26,0.4700,1.350791E-7
775,2022-07-30 05:59:11,1539.2615,,9.83,0.4495,1.350791E-7
776,2022-07-30 06:00:21,1539.2615,,0.12,0.0050,1.84429E-8
777,2022-07-30 06:01:31,1539.2572,,7.40,0.3340,1.350787E-7
778,2022-07-30 06:02:41,1539.2584,,7.35,0.3315,1.350788E-7
779,2022-07-30 06:03:51,1539.2567,,10.21,0.4675,1.350787E-7
780,2022-07-30 06:05:01,1539.2585,,8.38,0.3800,1.350789E-7
781,2022-07-30 06:06:11,1539.259,,7.16,0.3225,1.350789E-7
782,2022-07-30 06:07:21,1539.2587,,10.20,0.4670,1.350789E-7
783,2022-07-30 06:08:36,1539.2563,,10.30,0.4720,1.350787E-7
784,2022-07-30 06:09:49,1539.2608,,5.27,0.2350,1.350791E-7
785,2022-07-30 06:10:59,1539.2575,,9.49,0.4330,1.350788E-7
786,2022-07-30 06:12:09,1539.2596,,10.17,0.4660,1.350789E-7
787,2022-07-30 06:13:19,1539.258,,8.60,0.3905,1.350788E-7
788,2022-07-30 06:14:29,1539.2578,,9.72,0.4440,1.350788E-7
789,2022-07-30 06:15:39,1539.2557,,5.37,0.2395,1.350786E-7
790,2022-07-30 06:16:49,1539.2601,,10.13,0.4640,1.350790E-7
791,2022-07-30 06:17:59,1539.2555,,10.28,0.4710,1.350786E-7
792,2022-07-30 06:19:10,1539.2557,,10.12,0.4635,1.350786E-7
