,350,450,550,650,750,850
371,1543.1877,1544.6332,1546.1038,1547.617,1549.1765,1550.7801
372,1543.1893,1544.6324,1546.1046,1547.617,1549.1765,1550.7793
373,1543.1877,1544.6316,1546.1022,1547.617,1549.1757,1550.7785
374,1543.1901,1544.6324,1546.103,1547.617,1549.1765,1550.7785
375,1543.1854,1544.6316,1546.1046,1547.617,1549.1765,1550.7793
376,1543.183,1544.6308,1546.1038,1547.617,1549.1757,1550.7809
377,1543.1861,1544.634,1546.1046,1547.6178,1549.1765,1550.7793
378,1543.1885,1544.6316,1546.1038,1547.6178,1549.1773,1550.7801
379,1543.1861,1544.6316,1546.1038,1547.6178,1549.1773,1550.7809
380,1543.1877,1544.6293,1546.1022,1547.617,1549.1757,1550.7801
381,1543.1869,1544.6308,1546.1038,1547.6178,1549.1757,1550.7801
382,1543.1877,1544.6316,1546.1022,1547.6178,1549.1749,1550.7793
383,1543.1861,1544.63,1546.1038,1547.6178,1549.1757,1550.7809
384,1543.1869,1544.6316,1546.1038,1547.617,1549.1765,1550.7801
385,1543.1869,1544.6324,1546.1038,1547.6162,1549.1757,1550.7809
386,1543.1885,1544.6332,1546.1038,1547.617,1549.1757,1550.7793
387,1543.1861,1544.6324,1546.1046,1547.6162,1549.1765,1550.7801
388,1543.1854,1544.63,1546.103,1547.6162,1549.1757,1550.7801
389,1543.1861,1544.6332,1546.1038,1547.617,1549.1757,1550.7793
390,1543.1869,1544.6324,1546.1038,1547.6162,1549.1757,1550.7801
391,1543.1861,1544.6316,1546.1046,1547.617,1549.1757,1550.7801
392,1543.1838,1544.6308,1546.1054,1547.6162,1549.1757,1550.7801
393,1543.1869,1544.6324,1546.1038,1547.617,1549.1765,1550.7785
394,1543.1861,1544.6332,1546.1046,1547.617,1549.1757,1550.7785
395,1543.1861,1544.6332,1546.1046,1547.617,1549.1741,1550.7793
396,1543.1861,1544.6332,1546.1046,1547.6162,1549.1749,1550.7801
397,1543.1869,1544.6308,1546.1062,1547.617,1549.1749,1550.7776
398,1543.1869,1544.6308,1546.1038,1547.617,1549.1749,1550.7793
399,1543.1893,1544.6316,1546.103,1547.6162,1549.1757,1550.7809
400,1543.1798,1544.6245,1546.0926,1547.6147,1549.1637,1550.8322
401,1543.179,1544.6237,1546.0958,1547.6147,1549.1653,1550.8322
402,1543.1806,1544.6253,1546.095,1547.6147,1549.1661,1550.833
403,1543.1798,1544.6245,1546.0958,1547.6139,1549.1645,1550.8322
404,1543.179,1544.6245,1546.095,1547.6147,1549.1645,1550.8346
405,1543.1782,1544.6261,1546.0958,1547.6155,1549.1653,1550.8338
406,1543.179,1544.6237,1546.0942,1547.6147,1549.1629,1550.8338
407,1543.1782,1544.6245,1546.0942,1547.6131,1549.1637,1550.8338
408,1543.1814,1544.6229,1546.095,1547.6155,1549.1645,1550.8346
409,1543.1798,1544.6245,1546.0934,1547.6147,1549.1645,1550.8338
410,1543.1806,1544.6245,1546.0934,1547.6155,1549.1645,1550.8338
411,1543.1814,1544.6229,1546.095,1547.6147,1549.1645,1550.8338
412,1543.1822,1544.6245,1546.0926,1547.6155,1549.1653,1550.8346
413,1543.183,1544.6245,1546.0926,1547.6147,1549.1653,1550.8338
414,1543.1838,1544.6229,1546.0942,1547.6147,1549.1637,1550.8354
415,1543.183,1544.6237,1546.0918,1547.6155,1549.1645,1550.8362
416,1543.1798,1544.6253,1546.095,1547.6155,1549.1645,1550.8354
417,1543.1806,1544.6237,1546.0926,1547.6147,1549.1645,1550.8346
418,1543.183,1544.6245,1546.0926,1547.6147,1549.1645,1550.8362
419,1543.1814,1544.6237,1546.0958,1547.6147,1549.1653,1550.8354
420,1543.1822,1544.6245,1546.0958,1547.6155,1549.1645,1550.8346
421,1543.1806,1544.6237,1546.0934,1547.6155,1549.1661,1550.8354
422,1543.1822,1544.6245,1546.0942,1547.6162,1549.1645,1550.8386
423,1543.179,1544.6245,1546.0934,1547.6147,1549.1637,1550.8362
424,1543.179,1544.6237,1546.095,1547.6155,1549.1645,1550.8362
425,1543.1798,1544.6245,1546.0926,1547.6162,1549.1653,1550.837
426,1543.1814,1544.6237,1546.0934,1547.6147,1549.1653,1550.8354
427,1543.1806,1544.6221,1546.0926,1547.6155,1549.1669,1550.8354
428,1543.1814,1544.6221,1546.0942,1547.6162,1549.1645,1550.8362
429,1543.1814,1544.6261,1546.0926,1547.6155,1549.1637,1550.8362
430,1543.1806,1544.6253,1546.0918,1547.6147,1549.1645,1550.837
431,1543.1814,1544.6245,1546.0942,1547.6139,1549.1645,1550.8354
432,1543.1798,1544.6237,1546.0926,1547.6147,1549.1653,1550.8362
433,1543.1822,1544.6245,1546.0934,1547.6147,1549.1645,1550.8354
434,1543.1798,1544.6245,1546.095,1547.6139,1549.1645,1550.8354
435,1543.183,1544.6245,1546.0958,1547.6139,1549.1645,1550.8378
436,1543.1806,1544.6221,1546.0942,1547.6139,1549.1637,1550.837
437,1543.1774,1544.6229,1546.0942,1547.6131,1549.1653,1550.8378
438,1543.1806,1544.6229,1546.0958,1547.6131,1549.1653,1550.837
439,1543.1774,1544.6237,1546.095,1547.6139,1549.1661,1550.8378
440,1543.183,1544.6237,1546.0926,1547.6123,1549.1637,1550.8378
441,1543.1774,1544.6245,1546.095,1547.6131,1549.1645,1550.837
442,1543.179,1544.6229,1546.0942,1547.6131,1549.1637,1550.8386
443,1543.1822,1544.6221,1546.0942,1547.6123,1549.1645,1550.8354
444,1543.1814,1544.6221,1546.0942,1547.6139,1549.1645,1550.8362
445,1543.1822,1544.6237,1546.091,1547.6131,1549.1653,1550.8354
446,1543.1798,1544.6237,1546.0942,1547.6123,1549.1637,1550.837
447,1543.179,1544.6229,1546.0926,1547.6131,1549.1653,1550.8386
448,1543.1822,1544.6229,1546.0934,1547.6131,1549.1637,1550.8378
449,1543.179,1544.6237,1546.0934,1547.6139,1549.1637,1550.8386
450,1543.179,1544.6237,1546.0958,1547.6131,1549.1645,1550.837
451,1543.1814,1544.6221,1546.0942,1547.6131,1549.1661,1550.8394
452,1543.1782,1544.6229,1546.095,1547.6131,1549.1653,1550.8386
453,1543.1806,1544.6237,1546.0926,1547.6139,1549.1653,1550.8394
454,1543.1798,1544.6221,1546.0934,1547.6139,1549.1645,1550.8378
455,1543.1798,1544.6245,1546.095,1547.6131,1549.1645,1550.8362
456,1543.1806,1544.6253,1546.095,1547.6139,1549.1629,1550.8378
457,1543.1798,1544.6237,1546.091,1547.6139,1549.1629,1550.837
458,1543.1854,1544.6221,1546.0942,1547.6147,1549.1637,1550.837
459,1543.183,1544.6221,1546.0942,1547.6139,1549.1645,1550.8362
460,1543.1838,1544.6213,1546.095,1547.6131,1549.1637,1550.837
461,1543.1814,1544.6245,1546.0958,1547.6139,1549.1637,1550.8362
462,1543.1822,1544.6229,1546.0942,1547.6131,1549.1653,1550.837
463,1543.183,1544.6229,1546.0942,1547.6139,1549.1653,1550.8362
464,1543.1814,1544.6245,1546.0918,1547.6131,1549.1645,1550.8362
465,1543.1806,1544.6213,1546.0918,1547.6139,1549.1653,1550.837
466,1543.1782,1544.6229,1546.095,1547.6131,1549.1653,1550.837
467,1543.1806,1544.6221,1546.0942,1547.6123,1549.1645,1550.8362
468,1543.1798,1544.6221,1546.0934,1547.6139,1549.1661,1550.8362
469,1543.179,1544.6237,1546.0934,1547.6139,1549.1653,1550.8378
470,1543.1822,1544.6221,1546.0934,1547.6131,1549.1645,1550.8386
471,1543.1806,1544.6237,1546.0934,1547.6131,1549.1645,1550.8378
472,1543.1806,1544.6213,1546.0934,1547.6131,1549.1637,1550.837
473,1543.1814,1544.6229,1546.0942,1547.6131,1549.1645,1550.837
474,1543.1814,1544.6229,1546.095,1547.6131,1549.1645,1550.837
475,1543.179,1544.6221,1546.0942,1547.6131,1549.1653,1550.8378
476,1543.1822,1544.6229,1546.095,1547.6139,1549.1661,1550.837
477,1543.1798,1544.6229,1546.0942,1547.6131,1549.1653,1550.8394
478,1543.183,1544.6237,1546.0942,1547.6131,1549.1653,1550.8386
479,1543.1806,1544.6213,1546.0934,1547.6131,1549.1653,1550.8386
480,1543.1814,1544.6213,1546.0934,1547.6131,1549.1645,1550.8386
481,1543.183,1544.6221,1546.0926,1547.6139,1549.1669,1550.8402
482,1543.1814,1544.6221,1546.0942,1547.6123,1549.1661,1550.8386
483,1543.1822,1544.6197,1546.0942,1547.6131,1549.1661,1550.8394
484,1543.1782,1544.6229,1546.0942,1547.6123,1549.1661,1550.8378
485,1543.1814,1544.6205,1546.0942,1547.6131,1549.1661,1550.837
486,1543.1814,1544.6213,1546.0926,1547.6123,1549.1669,1550.8378
487,1543.1838,1544.6221,1546.0934,1547.6131,1549.1661,1550.8394
488,1543.1782,1544.6205,1546.0926,1547.6131,1549.1653,1550.8378
489,1543.1814,1544.6221,1546.0926,1547.6123,1549.1669,1550.8418
490,1543.179,1544.6221,1546.0926,1547.6123,1549.1669,1550.8386
491,1543.1846,1544.6189,1546.0926,1547.6123,1549.1653,1550.8402
492,1543.1822,1544.6229,1546.0934,1547.6123,1549.1661,1550.8402
493,1543.1806,1544.6221,1546.0926,1547.6123,1549.1661,1550.841
494,1543.1822,1544.6229,1546.0934,1547.6123,1549.1653,1550.8394
495,1543.1822,1544.6229,1546.0942,1547.6123,1549.1661,1550.8402
496,1543.1806,1544.6229,1546.0942,1547.6123,1549.1669,1550.841
497,1543.1822,1544.6221,1546.0934,1547.6131,1549.1677,1550.8418
498,1543.1838,1544.6229,1546.0918,1547.6131,1549.1677,1550.841
499,1543.183,1544.6245,1546.0918,1547.6123,1549.1653,1550.841
500,1543.1806,1544.6253,1546.091,1547.6123,1549.1661,1550.841
501,1543.1806,1544.6237,1546.0942,1547.6123,1549.1653,1550.8418
502,1543.1814,1544.6221,1546.0926,1547.6131,1549.1653,1550.8394
503,1543.1822,1544.6229,1546.0918,1547.6131,1549.1653,1550.8418
504,1543.183,1544.6229,1546.0926,1547.6131,1549.1653,1550.841
505,1543.183,1544.6245,1546.0902,1547.6123,1549.1645,1550.8394
506,1543.1846,1544.6221,1546.0926,1547.6123,1549.1645,1550.8402
507,1543.1806,1544.6213,1546.091,1547.6123,1549.1653,1550.8378
508,1543.1822,1544.6213,1546.0926,1547.6131,1549.1653,1550.8394
509,1543.183,1544.6205,1546.0942,1547.6115,1549.1677,1550.8402
510,1543.1822,1544.6229,1546.0918,1547.6123,1549.1669,1550.8386
511,1543.1838,1544.6229,1546.0926,1547.6131,1549.1645,1550.8378
512,1543.1782,1544.6221,1546.0934,1547.6131,1549.1669,1550.8394
513,1543.1814,1544.6221,1546.0926,1547.6131,1549.1661,1550.8378
514,1543.1822,1544.6229,1546.0902,1547.6139,1549.1653,1550.8378
515,1543.1806,1544.6245,1546.0926,1547.6131,1549.1637,1550.8394
516,1543.1822,1544.6213,1546.0934,1547.6139,1549.1645,1550.8386
517,1543.1814,1544.6221,1546.0934,1547.6131,1549.1653,1550.8402
518,1543.1806,1544.6189,1546.0942,1547.6139,1549.1645,1550.8378
519,1543.1806,1544.6229,1546.0934,1547.6131,1549.1637,1550.8386
520,1543.1822,1544.6213,1546.0942,1547.6139,1549.1645,1550.8386
521,1543.1814,1544.6213,1546.0926,1547.6139,1549.1645,1550.8362
522,1543.1806,1544.6229,1546.0926,1547.6139,1549.1645,1550.8378
523,1543.1838,1544.6229,1546.0934,1547.6147,1549.1661,1550.837
524,1543.183,1544.6213,1546.0926,1547.6131,1549.1653,1550.837
525,1543.1798,1544.6197,1546.0934,1547.6139,1549.1653,1550.8378
526,1543.183,1544.6221,1546.0926,1547.6139,1549.1645,1550.8386
527,1543.1814,1544.6205,1546.0926,1547.6139,1549.1653,1550.8386
528,1543.1806,1544.6221,1546.0942,1547.6139,1549.1645,1550.8394
529,1543.183,1544.6213,1546.0926,1547.6139,1549.1637,1550.8394
530,1543.1806,1544.6205,1546.0942,1547.6147,1549.1637,1550.8394
531,1543.1814,1544.6229,1546.0934,1547.6139,1549.1653,1550.8402
532,1543.1806,1544.6221,1546.0926,1547.6131,1549.1661,1550.8394
533,1543.1806,1544.6221,1546.0934,1547.6123,1549.1661,1550.8402
534,1543.1798,1544.6229,1546.091,1547.6131,1549.1661,1550.8402
535,1543.1838,1544.6213,1546.0934,1547.6131,1549.1653,1550.8418
536,1543.1806,1544.6237,1546.0934,1547.6139,1549.1645,1550.8402
537,1543.1822,1544.6213,1546.0918,1547.6139,1549.1661,1550.8442
538,1543.1822,1544.6197,1546.0926,1547.6139,1549.1653,1550.8402
539,1543.1806,1544.6213,1546.0918,1547.6139,1549.1661,1550.8418
540,1543.1822,1544.6213,1546.0926,1547.6131,1549.1669,1550.8442
541,1543.183,1544.6221,1546.0926,1547.6139,1549.1653,1550.841
542,1543.183,1544.6213,1546.0926,1547.6139,1549.1661,1550.8426
543,1543.1814,1544.6213,1546.0918,1547.6131,1549.1661,1550.8402
544,1543.1798,1544.6213,1546.0934,1547.6131,1549.1661,1550.8394
545,1543.1798,1544.6229,1546.0926,1547.6139,1549.1661,1550.8434
546,1543.1814,1544.6221,1546.091,1547.6139,1549.1653,1550.8418
547,1543.1814,1544.6245,1546.0902,1547.6131,1549.1661,1550.8418
548,1543.1814,1544.6221,1546.0918,1547.6131,1549.1661,1550.8418
549,1543.1814,1544.6237,1546.0926,1547.6131,1549.1661,1550.841
550,1543.1806,1544.6221,1546.0918,1547.6123,1549.1653,1550.8418
551,1543.1822,1544.6213,1546.0902,1547.6123,1549.1653,1550.841
552,1543.1822,1544.6221,1546.0902,1547.6131,1549.1661,1550.841
553,1543.183,1544.6237,1546.0918,1547.6123,1549.1653,1550.8402
554,1543.1806,1544.6213,1546.091,1547.6131,1549.1653,1550.841
555,1543.1798,1544.6213,1546.091,1547.6131,1549.1653,1550.841
556,1543.1814,1544.6229,1546.091,1547.6123,1549.1661,1550.8402
557,1543.179,1544.6245,1546.0934,1547.6123,1549.1653,1550.841
558,1543.1806,1544.6237,1546.0918,1547.6123,1549.1653,1550.8426
559,1543.1814,1544.6221,1546.0918,1547.6115,1549.1661,1550.8418
560,1543.1822,1544.6229,1546.0934,1547.6131,1549.1653,1550.8426
561,1543.1798,1544.6237,1546.0926,1547.6131,1549.1653,1550.8434
562,1543.1846,1544.6229,1546.0926,1547.6123,1549.1653,1550.8442
563,1543.1822,1544.6245,1546.091,1547.6123,1549.1653,1550.8442
564,1543.1798,1544.6221,1546.0902,1547.6131,1549.1653,1550.8434
565,1543.1798,1544.6229,1546.091,1547.6139,1549.1653,1550.8426
566,1543.1814,1544.6197,1546.0902,1547.6131,1549.1661,1550.8434
567,1543.1806,1544.6213,1546.0902,1547.6123,1549.1661,1550.8434
568,1543.1814,1544.6213,1546.091,1547.6131,1549.1661,1550.8434
569,1543.1814,1544.6221,1546.0918,1547.6131,1549.1653,1550.8426
570,1543.1814,1544.6197,1546.0902,1547.6131,1549.1661,1550.8426
571,1543.1798,1544.6221,1546.0926,1547.6131,1549.1661,1550.8434
572,1543.183,1544.6189,1546.0902,1547.6123,1549.1653,1550.8426
573,1543.1806,1544.6205,1546.0918,1547.6131,1549.1645,1550.8442
574,1543.183,1544.6213,1546.091,1547.6123,1549.1645,1550.8442
575,1543.1814,1544.6213,1546.0902,1547.6131,1549.1637,1550.8434
576,1543.1806,1544.6205,1546.091,1547.6123,1549.1645,1550.8426
577,1543.1814,1544.6205,1546.0902,1547.6123,1549.1653,1550.8442
578,1543.1814,1544.6229,1546.0902,1547.6123,1549.1645,1550.8426
579,1543.1814,1544.6197,1546.091,1547.6123,1549.1661,1550.8434
580,1543.1798,1544.6205,1546.0902,1547.6131,1549.1653,1550.8426
581,1543.1798,1544.6205,1546.0894,1547.6131,1549.1645,1550.8426
582,1543.1806,1544.6197,1546.0918,1547.6123,1549.1653,1550.8442
583,1543.1806,1544.6205,1546.0902,1547.6131,1549.1653,1550.8434
584,1543.1822,1544.6197,1546.091,1547.6131,1549.1653,1550.8434
585,1543.1822,1544.6197,1546.0886,1547.6131,1549.1645,1550.8434
586,1543.1806,1544.6213,1546.0902,1547.6131,1549.1645,1550.8434
587,1543.1806,1544.6205,1546.0902,1547.6139,1549.1637,1550.8426
588,1543.1822,1544.6213,1546.0902,1547.6123,1549.1645,1550.8434
589,1543.183,1544.6229,1546.0918,1547.6123,1549.1645,1550.8426
590,1543.179,1544.6221,1546.0894,1547.6131,1549.1645,1550.841
591,1543.1806,1544.6229,1546.0902,1547.6123,1549.1653,1550.8426
592,1543.1798,1544.6221,1546.091,1547.6131,1549.1653,1550.8418
593,1543.1822,1544.6197,1546.091,1547.6139,1549.1645,1550.841
594,1543.1822,1544.6205,1546.0902,1547.6139,1549.1653,1550.8418
595,1543.183,1544.6229,1546.0918,1547.6139,1549.1653,1550.841
596,1543.183,1544.6205,1546.0902,1547.6139,1549.1645,1550.841
597,1543.1782,1544.6205,1546.091,1547.6131,1549.1645,1550.8426
598,1543.1822,1544.6205,1546.091,1547.6131,1549.1645,1550.841
599,1543.1814,1544.6189,1546.091,1547.6131,1549.1645,1550.8402
600,0.0,1544.6141,1546.0942,1547.6378,1549.1821,0.0
601,0.0,1544.6133,1546.095,1547.6378,1549.1821,0.0
602,0.0,1544.6125,1546.0942,1547.637,1549.1829,0.0
603,0.0,1544.6117,1546.0958,1547.637,1549.1821,0.0
604,0.0,1544.6141,1546.095,1547.6362,1549.1821,0.0
605,0.0,1544.6141,1546.0958,1547.6362,1549.1829,0.0
606,0.0,1544.6141,1546.095,1547.637,1549.1821,0.0
607,0.0,1544.6125,1546.0942,1547.6362,1549.1829,0.0
608,0.0,1544.6133,1546.0958,1547.6362,1549.1829,0.0
609,0.0,1544.6125,1546.0966,1547.6354,1549.1837,0.0
610,0.0,1544.6109,1546.0942,1547.6354,1549.1837,0.0
611,0.0,1544.6117,1546.0958,1547.6354,1549.1837,0.0
612,0.0,1544.6125,1546.0942,1547.6346,1549.1829,0.0
613,0.0,1544.6117,1546.0966,1547.6362,1549.1821,0.0
614,0.0,1544.6094,1546.0958,1547.6362,1549.1829,0.0
615,0.0,1544.6117,1546.095,1547.6362,1549.1829,0.0
616,0.0,1544.6109,1546.0974,1547.637,1549.1813,0.0
617,0.0,1544.6102,1546.0982,1547.6378,1549.1829,0.0
618,0.0,1544.6094,1546.0974,1547.637,1549.1837,0.0
619,0.0,1544.6117,1546.0958,1547.6378,1549.1829,0.0
620,0.0,1544.6125,1546.0958,1547.6362,1549.1829,0.0
621,0.0,1544.6125,1546.0958,1547.6362,1549.1829,0.0
622,0.0,1544.6125,1546.095,1547.6362,1549.1837,0.0
623,0.0,1544.6117,1546.0958,1547.637,1549.1845,0.0
624,0.0,1544.6133,1546.0966,1547.637,1549.1837,0.0
625,0.0,1544.6133,1546.095,1547.637,1549.1829,0.0
626,0.0,1544.6125,1546.0958,1547.637,1549.1821,0.0
627,0.0,1544.6141,1546.0966,1547.6386,1549.1837,0.0
628,0.0,1544.6141,1546.0958,1547.6386,1549.1829,0.0
629,0.0,1544.6141,1546.095,1547.6378,1549.1837,0.0
630,0.0,1544.6125,1546.0942,1547.6386,1549.1837,0.0
631,0.0,1544.6125,1546.0942,1547.6386,1549.1821,0.0
632,0.0,1544.6149,1546.0942,1547.6386,1549.1845,0.0
633,0.0,1544.6149,1546.095,1547.637,1549.1837,0.0
634,0.0,1544.6141,1546.0958,1547.6386,1549.1837,0.0
635,0.0,1544.6149,1546.0942,1547.6378,1549.1821,0.0
636,0.0,1544.6149,1546.0934,1547.6394,1549.1829,0.0
637,0.0,1544.6157,1546.095,1547.6394,1549.1837,0.0
638,0.0,1544.6157,1546.0942,1547.6402,1549.1837,0.0
639,0.0,1544.6133,1546.0942,1547.6386,1549.1837,0.0
640,0.0,1544.6141,1546.095,1547.6386,1549.1821,0.0
641,0.0,1544.6141,1546.0958,1547.6394,1549.1821,0.0
642,0.0,1544.6141,1546.095,1547.6386,1549.1821,0.0
643,0.0,1544.6141,1546.095,1547.6402,1549.1837,0.0
644,0.0,1544.6141,1546.0942,1547.6394,1549.1829,0.0
645,0.0,1544.6141,1546.0934,1547.6402,1549.1829,0.0
646,0.0,1544.6141,1546.095,1547.6394,1549.1837,0.0
647,0.0,1544.6157,1546.095,1547.6394,1549.1845,0.0
648,0.0,1544.6133,1546.0942,1547.6394,1549.1829,0.0
649,0.0,1544.6141,1546.095,1547.6402,1549.1821,0.0
650,0.0,1544.6133,1546.0942,1547.6402,1549.1829,0.0
651,0.0,1544.6141,1546.0926,1547.6418,1549.1821,0.0
652,0.0,1544.6149,1546.0934,1547.6402,1549.1837,0.0
653,0.0,1544.6141,1546.0958,1547.6402,1549.1837,0.0
654,0.0,1544.6133,1546.0942,1547.6402,1549.1837,0.0
655,0.0,1544.6141,1546.0918,1547.6402,1549.1853,0.0
656,0.0,1544.6141,1546.0934,1547.641,1549.1845,0.0
657,0.0,1544.6149,1546.0934,1547.6402,1549.1861,0.0
658,0.0,1544.6165,1546.095,1547.641,1549.1829,0.0
659,0.0,1544.6133,1546.0934,1547.6418,1549.1845,0.0
660,0.0,1544.6133,1546.0934,1547.6426,1549.1845,0.0
661,0.0,1544.6125,1546.0942,1547.641,1549.1861,0.0
662,0.0,1544.6149,1546.0934,1547.6418,1549.1853,0.0
663,0.0,1544.6117,1546.0934,1547.6418,1549.1845,0.0
664,0.0,1544.6149,1546.0918,1547.6418,1549.1837,0.0
665,0.0,1544.6141,1546.0934,1547.641,1549.1853,0.0
666,0.0,1544.6133,1546.0934,1547.6426,1549.1845,0.0
667,0.0,1544.6141,1546.0926,1547.6426,1549.1837,0.0
668,0.0,1544.6149,1546.0942,1547.6418,1549.1837,0.0
669,0.0,1544.6125,1546.0918,1547.6426,1549.1837,0.0
670,0.0,1544.6117,1546.0942,1547.6426,1549.1853,0.0
671,0.0,1544.6125,1546.0934,1547.6442,1549.1805,0.0
672,0.0,1544.6117,1546.091,1547.6426,1549.1837,0.0
673,0.0,1544.6109,1546.0942,1547.6434,1549.1837,0.0
674,0.0,1544.6109,1546.0878,1547.6434,1549.1837,0.0
675,0.0,1544.6149,1546.0942,1547.6434,1549.1845,0.0
676,0.0,1544.6141,1546.0942,1547.6442,1549.1845,0.0
677,0.0,1544.6133,1546.0942,1547.6434,1549.1829,0.0
678,0.0,1544.6117,1546.0926,1547.6434,1549.1853,0.0
679,0.0,1544.6133,1546.095,1547.6434,1549.1837,0.0
680,0.0,1544.6141,1546.0942,1547.6434,1549.1853,0.0
681,0.0,1544.6117,1546.0942,1547.6434,1549.1845,0.0
682,0.0,1544.6133,1546.0974,1547.6442,1549.1837,0.0
683,0.0,1544.6133,1546.0958,1547.6442,1549.1845,0.0
684,0.0,1544.6133,1546.0934,1547.6434,1549.1837,0.0
685,0.0,1544.6141,1546.0942,1547.6442,1549.1845,0.0
686,0.0,1544.6133,1546.0934,1547.6442,1549.1829,0.0
687,0.0,1544.6141,1546.0934,1547.6442,1549.1845,0.0
688,0.0,1544.6141,1546.0918,1547.6442,1549.1837,0.0
689,0.0,1544.6133,1546.0942,1547.645,1549.1837,0.0
690,0.0,1544.6149,1546.0918,1547.6442,1549.1829,0.0
691,0.0,1544.6133,1546.0918,1547.6442,1549.1837,0.0
692,0.0,1544.6133,1546.0942,1547.6434,1549.1829,0.0
693,0.0,1544.6149,1546.0926,1547.6442,1549.1821,0.0
694,0.0,1544.6141,1546.0926,1547.6434,1549.1837,0.0
695,0.0,1544.6141,1546.0926,1547.6442,1549.1813,0.0
696,0.0,1544.6141,1546.0934,1547.6442,1549.1829,0.0
697,0.0,1544.6149,1546.0942,1547.6442,1549.1821,0.0
698,0.0,1544.6149,1546.095,1547.6434,1549.1829,0.0
699,0.0,1544.6133,1546.0934,1547.6434,1549.1837,0.0
700,0.0,1544.6133,1546.0918,1547.645,1549.1837,0.0
701,0.0,1544.6149,1546.095,1547.6442,1549.1837,0.0
702,0.0,1544.6157,1546.0926,1547.6442,1549.1837,0.0
703,0.0,1544.6141,1546.0942,1547.6442,1549.1829,0.0
704,0.0,1544.6157,1546.095,1547.6442,1549.1829,0.0
705,0.0,1544.6149,1546.0934,1547.6442,1549.1845,0.0
706,0.0,1544.6125,1546.095,1547.6434,1549.1845,0.0
707,0.0,1544.6157,1546.0942,1547.6442,1549.1837,0.0
708,0.0,1544.6149,1546.0958,1547.6442,1549.1837,0.0
709,0.0,1544.6157,1546.0942,1547.6442,1549.1845,0.0
710,0.0,1544.6141,1546.0934,1547.645,1549.1845,0.0
711,0.0,1544.6157,1546.0942,1547.6442,1549.1837,0.0
712,0.0,1544.6141,1546.0942,1547.645,1549.1845,0.0
713,0.0,1544.6149,1546.095,1547.6434,1549.1837,0.0
714,0.0,1544.6125,1546.095,1547.6442,1549.1845,0.0
715,0.0,1544.6141,1546.0942,1547.6442,1549.1837,0.0
716,0.0,1544.6149,1546.0934,1547.645,1549.1845,0.0
717,0.0,1544.6141,1546.0926,1547.6442,1549.1829,0.0
718,0.0,1544.6141,1546.0934,1547.645,1549.1837,0.0
719,0.0,1544.6149,1546.0942,1547.645,1549.1845,0.0
720,0.0,1544.6133,1546.0934,1547.6458,1549.1845,0.0
721,0.0,1544.6141,1546.0942,1547.645,1549.1845,0.0
722,0.0,1544.6141,1546.0958,1547.645,1549.1837,0.0
723,0.0,1544.6157,1546.0934,1547.645,1549.1821,0.0
724,0.0,1544.6141,1546.095,1547.645,1549.1821,0.0
725,0.0,1544.6133,1546.0934,1547.645,1549.1829,0.0
726,0.0,1544.6165,1546.0942,1547.6458,1549.1821,0.0
727,0.0,1544.6165,1546.0942,1547.6466,1549.1845,0.0
728,0.0,1544.6141,1546.0958,1547.6458,1549.1829,0.0
729,0.0,1544.6149,1546.095,1547.6458,1549.1837,0.0
730,0.0,1544.6165,1546.0934,1547.6458,1549.1829,0.0
731,0.0,1544.6133,1546.0942,1547.6466,1549.1837,0.0
732,0.0,1544.6141,1546.0942,1547.6458,1549.1845,0.0
733,0.0,1544.6133,1546.0942,1547.6466,1549.1853,0.0
734,0.0,1544.6125,1546.0934,1547.6466,1549.1837,0.0
735,0.0,1544.6141,1546.0942,1547.6466,1549.1845,0.0
736,0.0,1544.6149,1546.0918,1547.6466,1549.1845,0.0
737,0.0,1544.6157,1546.0934,1547.6474,1549.1853,0.0
738,0.0,1544.6157,1546.0942,1547.649,1549.1837,0.0
739,0.0,1544.6149,1546.0942,1547.649,1549.1829,0.0
740,0.0,1544.6149,1546.0918,1547.649,1549.1821,0.0
741,0.0,1544.6149,1546.0918,1547.6474,1549.1829,0.0
742,0.0,1544.6157,1546.0918,1547.649,1549.1821,0.0
743,0.0,1544.6165,1546.0918,1547.6482,1549.1837,0.0
744,0.0,1544.6141,1546.0918,1547.6482,1549.1837,0.0
745,0.0,1544.6133,1546.0934,1547.6482,1549.1821,0.0
746,0.0,1544.6149,1546.0942,1547.649,1549.1837,0.0
747,0.0,1544.6149,1546.0934,1547.6482,1549.1837,0.0
748,0.0,1544.6133,1546.0934,1547.6498,1549.1829,0.0
749,0.0,1544.6149,1546.0926,1547.6482,1549.1845,0.0
750,0.0,1544.6125,1546.0926,1547.6482,1549.1845,0.0
751,0.0,1544.6157,1546.0918,1547.6474,1549.1829,0.0
752,0.0,1544.6141,1546.091,1547.6482,1549.1821,0.0
753,0.0,1544.6149,1546.0918,1547.6466,1549.1829,0.0
754,0.0,1544.6157,1546.0918,1547.6466,1549.1845,0.0
755,0.0,1544.6133,1546.0934,1547.6466,1549.1837,0.0
756,0.0,1544.6149,1546.0942,1547.6466,1549.1829,0.0
757,0.0,1544.6157,1546.0934,1547.6474,1549.1821,0.0
758,0.0,1544.6149,1546.0942,1547.6458,1549.1829,0.0
759,0.0,1544.6149,1546.0934,1547.6466,1549.1845,0.0
760,0.0,1544.6149,1546.0942,1547.6458,1549.1845,0.0
