,Unnamed: 0,time,ctwl/nm,transmissionDepth/dB,reflection/%,n_ac,n_dc
79,79,2022-07-11 20:28:07,1547.4356,0.3509999999999991,7.7641,0.0001357964406682,1.4819356618160442e-05
80,80,2022-07-11 20:29:36,1547.4351,0.3804999999999978,8.3885,0.0001357963967903,-5.8806989720305e-07
81,81,2022-07-11 20:31:05,1547.449,0.4085000000000001,8.9772,0.0001357976165958,1.6348196289681144e-05
82,82,2022-07-11 20:32:34,1547.4566,0.4100000000000037,9.0087,0.0001357982835399,8.938538243876076e-06
83,83,2022-07-11 20:34:02,1547.457,0.2059999999999995,4.6326,0.0001357983186422,4.704492598056534e-07
84,84,2022-07-11 20:35:31,1547.4764,0.4819999999999957,10.5047,0.0001358000211046,2.2816503049627886e-05
85,85,2022-07-11 20:37:00,1547.485,0.522000000000002,11.3252,0.0001358007758044,1.011447606910271e-05
86,86,2022-07-11 20:38:28,1547.4948,0.5390000000000015,11.6717,0.0001358016358112,1.1525725320740862e-05
87,87,2022-07-11 20:39:57,1547.5011,0.5775000000000006,12.4512,0.0001358021886727,7.40936468479314e-06
88,88,2022-07-11 20:41:26,1547.5058,0.599499999999999,12.8936,0.000135802601125,5.527604484533674e-06
89,89,2022-07-11 20:42:55,1547.5131,0.629999999999999,13.5032,0.0001358032417423,8.585387742420728e-06
90,90,2022-07-11 20:44:23,1547.5174,0.657,14.0393,0.0001358036190922,5.057132152507373e-06
91,91,2022-07-11 20:45:52,1547.5194,0.6950000000000003,14.7881,0.0001358037946038,2.3521514495481773e-06
92,92,2022-07-11 20:47:21,1547.5242,0.7195,15.2675,0.0001358042158316,5.645145969471756e-06
