,Unnamed: 0,time,ctwl/nm,transmissionDepth/dB,reflection/%,n_ac,n_dc
93,93,2022-07-11 20:48:49,1547.5043,0.7684999999999995,16.2181,0.0001358024694913,-2.3404135290617656e-05
94,94,2022-07-11 20:50:18,1547.5256,0.7744999999999997,16.3338,0.0001358043386897,2.5050312576274535e-05
95,95,2022-07-11 20:51:47,1547.5212,0.8360000000000021,17.5102,0.0001358039525642,-5.174727170173132e-06
96,96,2022-07-11 20:53:16,1547.5299,0.8455000000000013,17.6905,0.0001358047160396,1.0231789382656542e-05
97,97,2022-07-11 20:54:44,1547.5399,0.4849999999999994,10.5665,0.0001358055935976,1.1760601455240956e-05
98,98,2022-07-11 20:56:13,1547.5505,0.8889999999999958,18.5108,0.000135806523809,1.2466152154726551e-05
99,99,2022-07-11 20:57:42,1547.5471,0.9345,19.3601,0.0001358062254393,-3.998585891248133e-06
100,100,2022-07-11 20:59:10,1547.5551,0.9355000000000012,19.3787,0.0001358069274856,9.408388754668263e-06
101,101,2022-07-11 21:00:39,1547.5626,0.9824999999999982,20.2465,0.0001358075856541,8.820321710982244e-06
102,102,2022-07-11 21:02:08,1547.5713,1.0209999999999972,20.9503,0.0001358083491295,1.0231515665975157e-05
103,103,2022-07-11 21:03:37,1547.5798,1.016999999999996,20.8775,0.0001358090950538,9.996253504886205e-06
104,104,2022-07-11 21:05:06,1547.585,1.0670000000000002,21.7832,0.0001358095513839,6.11533453742913e-06
105,105,2022-07-11 21:06:34,1547.5896,1.0750000000000028,21.9272,0.0001358099550606,5.409702934141943e-06
106,106,2022-07-11 21:08:03,1547.5907,1.1040000000000028,22.4468,0.0001358100515919,1.2936236951483856e-06
107,107,2022-07-11 21:09:32,1547.5971,0.6900000000000013,14.69,0.000135810613229,7.526506737427236e-06
108,108,2022-07-11 21:11:00,1547.602,1.1690000000000005,23.5988,0.0001358110432324,5.7624634759093865e-06
109,109,2022-07-11 21:12:29,1547.5678,1.0889999999999986,22.1784,0.0001358080419842,-4.0220531856569146e-05
110,110,2022-07-11 21:13:58,1547.5825,1.203000000000003,24.1946,0.0001358093319944,1.7287608253456804e-05
111,111,2022-07-11 21:15:27,1547.5774,0.6905000000000001,14.6998,0.0001358088844399,-5.997761404471884e-06
112,112,2022-07-11 21:16:55,1547.5797,1.2414999999999985,24.8637,0.0001358090862782,2.7048687703713665e-06
113,113,2022-07-11 21:18:24,1547.5007,1.2630000000000017,25.2347,0.0001358021535704,-9.29111049836104e-05
114,114,2022-07-11 21:19:53,1547.7146,1.2109999999999983,24.3341,0.0001358209245349,0.00025153087009707065
115,115,2022-07-11 21:21:22,1547.7403,1.3150000000000013,26.1246,0.0001358231798588,3.0220832267432545e-05
116,116,2022-07-11 21:22:50,1547.7734,1.3415,26.574,0.0001358260845756,3.892171812759501e-05
117,117,2022-07-11 21:24:19,1547.7241,1.3605000000000018,26.8945,0.0001358217582149,-5.797286480209039e-05
118,118,2022-07-11 21:25:48,1547.7161,1.3125,26.082,0.0001358210561686,-9.407410053856582e-06
119,119,2022-07-11 21:27:17,1547.7313,0.9875000000000008,20.3382,0.0001358223900567,1.7873903564318232e-05
120,120,2022-07-11 21:28:45,1547.7135,1.393000000000001,27.4395,0.0001358208280035,-2.093152253290452e-05
121,121,2022-07-11 21:30:14,1547.7257,0.9735000000000014,20.081,0.0001358218986242,1.434621134727297e-05
122,122,2022-07-11 21:31:43,1547.7123,1.4430000000000014,28.2701,0.0001358207226966,-1.5757450528813016e-05
123,123,2022-07-11 21:33:12,1547.718,1.4414999999999978,28.2454,0.0001358212229046,6.702771435295482e-06
124,124,2022-07-11 21:34:40,1547.7188,1.481999999999999,28.9114,0.0001358212931092,9.407393643136816e-07
125,125,2022-07-11 21:36:09,1547.7212,1.4939999999999998,29.1075,0.0001358215037231,2.822213716353554e-06
126,126,2022-07-11 21:37:38,1547.7194,1.4985000000000035,29.181,0.0001358213457627,-2.1166627490779637e-06
127,127,2022-07-11 21:39:07,1547.7197,1.5280000000000022,29.6604,0.0001358213720894,3.527770566445351e-07
128,128,2022-07-11 21:40:35,1547.7266,1.4269999999999996,28.0054,0.0001358219776044,8.113836125672598e-06
129,129,2022-07-11 21:42:04,1547.7249,1.5420000000000016,29.8868,0.0001358218284196,-1.9990632702562207e-06
130,130,2022-07-11 21:43:33,1547.7249,1.5604999999999976,30.1848,0.0001358218284196,0.0
131,131,2022-07-11 21:45:02,1547.7293,1.5179999999999971,29.4982,0.0001358222145451,5.174031402040995e-06
132,132,2022-07-11 21:46:31,1547.7306,1.547500000000003,29.9755,0.0001358223286276,1.52868981218936e-06
133,133,2022-07-11 21:47:59,1547.7333,1.5960000000000036,30.7532,0.0001358225655682,3.174965609390161e-06
134,134,2022-07-11 21:49:28,1547.7357,0.8284999999999982,17.3677,0.0001358227761822,2.822187276374889e-06
135,135,2022-07-11 21:50:57,1547.7379,1.6305000000000014,31.3011,0.0001358229692449,2.5870013264108693e-06
136,136,2022-07-11 21:52:25,1547.732,1.6310000000000038,31.309,0.0001358224514857,-6.937893640631118e-06
137,137,2022-07-11 21:53:54,1547.7456,1.6579999999999977,31.7347,0.0001358236449645,1.5992292273351665e-05
138,138,2022-07-11 21:55:23,1547.7458,1.6380000000000017,31.4196,0.0001358236625157,2.3518073827667854e-07
139,139,2022-07-11 21:56:52,1547.7481,1.649000000000001,31.5931,0.000135823864354,2.704574471899328e-06
140,140,2022-07-11 21:58:21,1547.7519,1.6685000000000016,31.8995,0.000135824197826,4.4684164173335675e-06
141,141,2022-07-11 21:59:49,1547.7553,1.6920000000000035,32.267,0.0001358244961957,3.998048011918915e-06
142,142,2022-07-11 22:01:18,1547.7539,1.699500000000004,32.3839,0.0001358243733376,-1.646256552923588e-06
143,143,2022-07-11 22:02:47,1547.7633,1.6820000000000022,32.1109,0.0001358251982421,1.1053369724077033e-05
144,144,2022-07-11 22:04:16,1547.7609,1.7265000000000017,32.803,0.0001358249876282,-2.8221413269614203e-06
145,145,2022-07-11 22:05:45,1547.7689,1.4209999999999994,27.9059,0.0001358256896745,9.40708913331281e-06
146,146,2022-07-11 22:07:13,1547.7731,1.732999999999997,32.9035,0.0001358260582489,4.938708393465617e-06
147,147,2022-07-11 22:08:42,1547.7764,1.7354999999999985,32.9421,0.000135826347843,3.880405464079844e-06
148,148,2022-07-11 22:10:11,1547.7722,1.734999999999996,32.9344,0.0001358259792687,-4.9387112649629435e-06
149,149,2022-07-11 22:11:40,1547.7804,1.7714999999999996,33.4957,0.0001358266988662,9.642194719598559e-06
150,150,2022-07-11 22:13:08,1547.7843,1.716000000000001,32.6403,0.0001358270411138,4.585910323469192e-06
151,151,2022-07-11 22:14:37,1547.7832,1.5734999999999992,30.3935,0.0001358269445824,-1.2934628053278243e-06
152,152,2022-07-11 22:16:06,1547.7891,1.7749999999999986,33.5492,0.0001358274623416,6.937637692233045e-06
153,153,2022-07-11 22:17:35,1547.7924,1.7805,33.6333,0.0001358277519357,3.880365351417703e-06
154,154,2022-07-11 22:19:04,1547.7913,1.7650000000000006,33.396,0.0001358276554043,-1.293456036295899e-06
155,155,2022-07-11 22:20:32,1547.7943,1.7555000000000014,33.2502,0.0001358279186717,3.5276005344320545e-06
156,156,2022-07-11 22:22:01,1547.7973,1.774000000000001,33.5339,0.0001358281819391,3.527593697101609e-06
157,157,2022-07-11 22:23:30,1547.798,1.7639999999999991,33.3807,0.0001358282433682,8.231048238168157e-07
158,158,2022-07-11 22:24:59,1547.8006,1.7914999999999992,33.8012,0.0001358284715332,3.057241352699844e-06
159,159,2022-07-11 22:26:28,1547.8043,1.7970000000000006,33.885,0.0001358287962297,4.350679216981699e-06
160,160,2022-07-11 22:27:57,1547.8041,1.7955000000000003,33.8622,0.0001358287786785,-2.3517187989657635e-07
161,161,2022-07-11 22:29:25,1547.807,0.8804999999999978,18.3512,0.0001358290331703,3.409985870277479e-06
162,162,2022-07-11 22:30:54,1547.8112,1.8030000000000008,33.9763,0.0001358294017446,4.938586825156904e-06
163,163,2022-07-11 22:32:23,1547.8088,1.5160000000000018,29.4658,0.0001358291911307,-2.8220539902247625e-06
164,164,2022-07-11 22:33:52,1547.813,1.8210000000000013,34.2494,0.0001358295597051,4.938581081920295e-06
165,165,2022-07-11 22:35:20,1547.8192,1.777000000000001,33.5798,0.000135830103791,7.290257156423956e-06
166,166,2022-07-11 22:36:49,1547.8154,1.8070000000000024,34.0371,0.000135829770319,-4.468233098029147e-06
167,167,2022-07-11 22:38:18,1547.8221,1.8290000000000008,34.3704,0.0001358303582828,7.87816636049428e-06
168,168,2022-07-11 22:39:47,1547.824,1.8230000000000004,34.2796,0.0001358305250188,2.234104135844651e-06
169,169,2022-07-11 22:41:16,1547.8192,1.0370000000000026,21.241,0.000135830103791,-5.644070056948514e-06
170,170,2022-07-11 22:42:44,1547.8288,1.8489999999999969,34.6719,0.0001358309462466,1.1288070101917079e-05
171,171,2022-07-11 22:44:13,1547.8163,1.8335000000000008,34.4383,0.0001358298492992,-1.4698126644668857e-05
172,172,2022-07-11 22:45:42,1547.8167,1.8525000000000027,34.7245,0.0001358298844015,4.703399312276945e-07
173,173,2022-07-11 22:47:11,1547.8207,1.833999999999996,34.4459,0.0001358302354247,4.703387155778347e-06
174,174,2022-07-11 22:48:40,1547.8239,1.8264999999999996,34.3326,0.0001358305162432,3.7627019457402976e-06
175,175,2022-07-11 22:50:08,1547.8221,1.850999999999999,34.702,0.0001358303582828,-2.1165223057645297e-06
176,176,2022-07-11 22:51:37,1547.8235,1.2195,24.4821,0.0001358304811409,1.6461825264794208e-06
177,177,2022-07-11 22:53:06,1547.8273,1.7165000000000037,32.6481,0.0001358308146129,4.468198745376323e-06
178,178,2022-07-11 22:54:35,1547.826,1.7420000000000009,33.0424,0.0001358307005304,-1.528595591377781e-06
179,179,2022-07-11 22:56:04,1547.8271,1.8505000000000005,34.6945,0.0001358307970618,1.2934261196946847e-06
180,180,2022-07-11 22:57:33,1547.8302,1.0335,21.1775,0.0001358310691047,3.6451026735613646e-06
181,181,2022-07-11 22:59:01,1547.8295,1.8334999999999968,34.4383,0.0001358310076757,-8.230880727457511e-07
182,182,2022-07-11 23:00:30,1547.8319,1.8424999999999976,34.5741,0.0001358312182896,2.822011873337914e-06
183,183,2022-07-11 23:01:59,1547.8376,1.8515000000000013,34.7095,0.0001358317184976,6.702253518258409e-06
184,184,2022-07-11 23:03:28,1547.8328,1.8539999999999992,34.7471,0.0001358312972698,-5.644020465446917e-06
185,185,2022-07-11 23:04:56,1547.8361,1.8719999999999963,35.017,0.0001358315868639,3.880255797204659e-06
186,186,2022-07-11 23:06:25,1547.8461,1.8675,34.9496,0.0001358324644219,1.1758274934428846e-05
187,187,2022-07-11 23:07:54,1547.8422,1.8574999999999984,34.7996,0.0001358321221743,-4.585738778716291e-06
188,188,2022-07-11 23:09:23,1547.8467,1.6380000000000017,31.4196,0.0001358325170754,5.291221669441323e-06
189,189,2022-07-11 23:10:52,1547.8484,1.8505000000000005,34.6945,0.0001358326662602,1.998903768644902e-06
190,190,2022-07-11 23:12:20,1547.8492,1.8694999999999984,34.9795,0.0001358327364648,9.406601108482234e-07
191,191,2022-07-11 23:13:49,1547.8513,1.8610000000000009,34.8522,0.000135832920752,2.4692294407532813e-06
192,192,2022-07-11 23:15:18,1547.8547,1.8570000000000029,34.7921,0.0001358332191217,3.997791265615541e-06
193,193,2022-07-11 23:16:47,1547.8545,1.841000000000001,34.5515,0.0001358332015706,-2.351642226853032e-07
194,194,2022-07-11 23:18:16,1547.8561,1.859499999999997,34.8297,0.0001358333419798,1.881311835187178e-06
195,195,2022-07-11 23:19:45,1547.8602,1.1774999999999984,23.7482,0.0001358337017786,4.820848808048675e-06
196,196,2022-07-11 23:21:13,1547.8612,1.8540000000000028,34.7471,0.0001358337895344,1.1758160227525326e-06
197,197,2022-07-11 23:22:42,1547.8636,1.0509999999999984,21.4945,0.0001358340001483,2.821954078984209e-06
198,198,2022-07-11 23:24:11,1547.865,1.8500000000000012,34.6869,0.0001358341230064,1.6461383907434043e-06
199,199,2022-07-11 23:25:40,1547.8648,1.8634999999999984,34.8897,0.0001358341054552,-2.3516265755809452e-07
200,200,2022-07-11 23:27:09,1547.8716,1.863000000000003,34.8822,0.0001358347021946,7.995495233448375e-06
201,201,2022-07-11 23:28:38,1547.8777,1.801000000000002,33.9459,0.000135835237505,7.1724012821619615e-06
202,202,2022-07-11 23:30:06,1547.8714,1.8350000000000009,34.461,0.0001358346846435,-7.4075921294356466e-06
203,203,2022-07-11 23:31:35,1547.8717,1.8739999999999988,35.0469,0.0001358347109702,3.5274241389835005e-07
204,204,2022-07-11 23:33:04,1547.8805,1.841000000000001,34.5515,0.0001358354832212,1.0347051985032343e-05
205,205,2022-07-11 23:34:33,1547.8796,1.211500000000001,24.3428,0.000135835404241,-1.058221841028623e-06
206,206,2022-07-11 23:36:02,1547.8806,1.539500000000004,29.8464,0.0001358354919968,1.1758012859370178e-06
207,207,2022-07-11 23:37:30,1547.8854,1.3934999999999995,27.4479,0.0001358359132246,5.6438286709572845e-06
208,208,2022-07-11 23:38:59,1547.8833,1.8505000000000005,34.6945,0.0001358357289374,-2.469178393402293e-06
209,209,2022-07-11 23:40:28,1547.8873,1.8440000000000007,34.5966,0.0001358360799606,4.7031847862836466e-06
210,210,2022-07-11 23:41:57,1547.8884,1.7905000000000015,33.786,0.000135836176492,1.2933748969959828e-06
211,211,2022-07-11 23:43:26,1547.8867,1.8404999999999987,34.5439,0.0001358360273071,-1.998854308943272e-06
212,212,2022-07-11 23:44:55,1547.8917,0.930500000000002,19.2858,0.0001358364660861,5.87896427106936e-06
213,213,2022-07-11 23:46:23,1547.8924,1.8504999999999967,34.6945,0.0001358365275152,8.230546258215493e-07
214,214,2022-07-11 23:47:52,1547.8922,1.0995000000000026,22.3664,0.000135836509964,-2.3515849482840504e-07
215,215,2022-07-11 23:49:21,1547.8945,1.8249999999999995,34.3099,0.0001358367118023,2.7043186730043215e-06
216,216,2022-07-11 23:50:50,1547.8975,1.4370000000000012,28.171,0.0001358369750697,3.5273653454901808e-06
217,217,2022-07-11 23:52:19,1547.8975,1.8329999999999984,34.4308,0.0001358369750697,0.0
218,218,2022-07-11 23:53:48,1547.8985,1.849499999999999,34.6794,0.0001358370628255,1.1757876888936598e-06
219,219,2022-07-11 23:55:17,1547.9006,1.287499999999998,25.6553,0.0001358372471127,2.4691507968071333e-06
220,220,2022-07-11 23:56:45,1547.8994,1.8245000000000005,34.3023,0.0001358371418057,-1.4109444062486174e-06
221,221,2022-07-11 23:58:14,1547.9011,1.8385000000000036,34.5138,0.0001358372909906,1.998835713761675e-06
222,222,2022-07-11 23:59:43,1547.904,1.829499999999996,34.3779,0.0001358375454824,3.4097721822003005e-06
223,223,2022-07-12 00:01:12,1547.9021,1.8155,34.166,0.0001358373787464,-2.2339914132551477e-06
224,224,2022-07-12 00:02:41,1547.9047,1.0934999999999988,22.259,0.0001358376069114,3.0570357464859627e-06
225,225,2022-07-12 00:04:10,1547.9096,1.7459999999999989,33.104,0.0001358380369148,5.761318361117793e-06
226,226,2022-07-12 00:05:38,1547.9086,1.6294999999999966,31.2852,0.000135837949159,-1.1757800169576954e-06
227,227,2022-07-12 00:07:07,1547.9087,1.5050000000000026,29.2869,0.0001358379579346,1.1757799407310924e-07
228,228,2022-07-12 00:08:36,1547.9154,1.8299999999999983,34.3855,0.0001358385458984,7.877691507074362e-06
229,229,2022-07-12 00:10:05,1547.912,1.817,34.1888,0.0001358382475287,-3.9976432769446615e-06
230,230,2022-07-12 00:11:34,1547.9173,1.796999999999997,33.885,0.0001358387126345,6.231599065442045e-06
231,231,2022-07-12 00:13:03,1547.9195,1.815999999999999,34.1736,0.0001358389056972,2.5866978223496464e-06
232,232,2022-07-12 00:14:32,1547.9184,1.8004999999999995,33.9383,0.0001358388091658,-1.2933498302696556e-06
233,233,2022-07-12 00:16:00,1547.9192,1.8030000000000008,33.9763,0.0001358388793705,9.40617572317944e-07
234,234,2022-07-12 00:17:29,1547.917,0.5835000000000008,12.5721,0.0001358386863077,-2.5867020003245485e-06
235,235,2022-07-12 00:18:58,1547.8716,1.8284999999999985,34.3628,0.0001358347021946,-5.338168876536638e-05
236,236,2022-07-12 00:20:27,1547.6185,1.7985000000000009,33.9078,0.000135812491203,-0.00029764570532067505
237,237,2022-07-12 00:21:56,1547.3243,1.8074999999999972,34.0447,0.0001357866734483,-0.0003460451050888841
238,238,2022-07-12 00:23:25,1547.044,1.8134999999999977,34.1357,0.000135762075499,-0.00032975532693304985
239,239,2022-07-12 00:24:54,1546.788,1.815999999999999,34.1736,0.0001357396100156,-0.0003012177492973539
240,240,2022-07-12 00:26:23,1546.568,1.8020000000000032,33.9611,0.0001357203037408,-0.00025889582611307723
241,241,2022-07-12 00:27:51,1546.3517,1.8179999999999976,34.2039,0.0001357013221624,-0.00025457727372116235
242,242,2022-07-12 00:29:20,1546.1729,1.806000000000001,34.0219,0.0001356856314264,-0.00021046546605482243
243,243,2022-07-12 00:30:49,1546.0103,1.8065,34.0295,0.0001356713623342,-0.00019141657723768243
244,244,2022-07-12 00:32:18,1545.8586,1.7964999999999982,33.8774,0.0001356580497801,-0.00017860236376069754
245,245,2022-07-12 00:33:47,1545.7115,1.724499999999999,32.772,0.0001356451409027,-0.00017320308479315123
246,246,2022-07-12 00:35:16,1545.5817,1.3034999999999997,25.9287,0.0001356337502006,-0.0001528460126047534
247,247,2022-07-12 00:36:45,1545.4669,1.7985000000000009,33.9078,0.0001356236758354,-0.0001351928016058499
248,248,2022-07-12 00:38:14,1545.3474,1.817499999999999,34.1963,0.0001356131890179,-0.00014073858085218634
249,249,2022-07-12 00:39:42,1545.2361,1.785,33.7021,0.000135603421798,-0.00013109064692447427
250,250,2022-07-12 00:41:12,1545.1279,1.8015000000000008,33.9535,0.000135593926621,-0.00012744834909797853
251,251,2022-07-12 00:42:40,1545.0223,1.605999999999998,30.9124,0.0001355846596091,-0.00012439432103974096
252,252,2022-07-12 00:44:09,1544.9267,1.787499999999998,33.7402,0.0001355762701551,-0.00011262152437406212
253,253,2022-07-12 00:45:38,1544.8371,1.747,33.1194,0.0001355684072359,-0.00010555934991465039
254,254,2022-07-12 00:47:07,1544.7474,1.1665000000000028,23.5548,0.0001355605355412,-0.00010568329812368551
255,255,2022-07-12 00:48:36,1544.6646,1.7920000000000016,33.8088,0.0001355532693614,-9.755904291444876e-05
256,256,2022-07-12 00:50:05,1544.5762,0.9484999999999992,19.6196,0.0001355455117491,-0.0001041632002358758
257,257,2022-07-12 00:51:34,1544.4837,1.718,32.6713,0.0001355373943381,-0.00010900082661924521
258,258,2022-07-12 00:53:03,1544.406,1.800500000000003,33.9383,0.0001355305757129,-9.156530083416581e-05
259,259,2022-07-12 00:54:31,1544.3333,1.7830000000000013,33.6715,0.0001355241958666,-8.567710092108488e-05
260,260,2022-07-12 00:56:00,1544.2662,1.7424999999999995,33.0501,0.0001355183074528,-7.90809252964078e-05
261,261,2022-07-12 00:57:29,1544.1746,1.556000000000001,30.1124,0.000135510269022,-0.0001079618846210446
262,262,2022-07-12 00:58:58,1544.1077,1.7500000000000036,33.1656,0.0001355043981594,-7.885330796553823e-05
263,263,2022-07-12 01:00:27,1544.0457,1.054499999999997,21.5578,0.0001354989573001,-7.308073847829013e-05
264,264,2022-07-12 01:01:56,1543.9782,1.7454999999999998,33.0963,0.000135493033784,-7.956718559872464e-05
265,265,2022-07-12 01:03:25,1543.9036,1.7504999999999988,33.1733,0.0001354864872017,-8.794072376011797e-05
266,266,2022-07-12 01:04:54,1543.849,1.508499999999998,29.3438,0.0001354816957353,-6.436639852751053e-05
267,267,2022-07-12 01:06:23,1543.7826,1.7905000000000015,33.786,0.0001354758687505,-7.82804521827578e-05
268,268,2022-07-12 01:07:51,1543.7157,1.7809999999999988,33.641,0.0001354699978879,-7.88733314042598e-05
269,269,2022-07-12 01:09:20,1543.6663,1.7390000000000043,32.9961,0.0001354656627516,-5.824315786370248e-05
270,270,2022-07-12 01:10:49,1543.5917,1.6119999999999983,31.0078,0.0001354591161693,-8.795849316905857e-05
271,271,2022-07-12 01:12:18,1543.5443,1.698000000000004,32.3606,0.0001354549565447,-5.588955237621855e-05
272,272,2022-07-12 01:13:47,1543.4827,1.785,33.7021,0.0001354495507877,-7.26357347575048e-05
273,273,2022-07-12 01:15:16,1543.4216,0.8719999999999999,18.1912,0.0001354441889087,-7.204901110637934e-05
274,274,2022-07-12 01:16:45,1543.3727,1.7980000000000018,33.9002,0.0001354398976503,-5.7664619829031554e-05
275,275,2022-07-12 01:18:14,1543.3048,1.777000000000001,33.5798,0.0001354339390319,-8.007361863969832e-05
276,276,2022-07-12 01:19:43,1543.2647,1.7710000000000008,33.488,0.0001354304200245,-4.729065597099973e-05
277,277,2022-07-12 01:21:11,1543.1996,1.7504999999999988,33.1733,0.0001354247071223,-7.677684727241611e-05
278,278,2022-07-12 01:22:40,1543.1578,1.7515,33.1887,0.0001354210389301,-4.929891162131253e-05
279,279,2022-07-12 01:24:09,1543.0934,1.7665000000000006,33.419,0.0001354153874569,-7.595651695481271e-05
280,280,2022-07-12 01:25:38,1543.057,1.7154999999999987,32.6326,0.000135412193146,-4.2932957110413414e-05
281,281,2022-07-12 01:27:07,1542.9946,1.7324999999999982,32.8958,0.0001354067171844,-7.360233146638729e-05
282,282,2022-07-12 01:28:36,1542.9545,1.7609999999999992,33.3347,0.000135403198177,-4.730016342017091e-05
283,283,2022-07-12 01:30:05,1542.8987,1.7695000000000007,33.465,0.0001353983014037,-6.582156041752073e-05
284,284,2022-07-12 01:31:34,1542.8641,1.721499999999999,32.7256,0.0001353952650532,-4.081500113971016e-05
285,285,2022-07-12 01:33:03,1542.8028,1.7275000000000027,32.8185,0.000135389885623,-7.231384335064364e-05
286,286,2022-07-12 01:34:32,1542.7702,1.708000000000002,32.5161,0.0001353870247841,-3.845809311069398e-05
287,287,2022-07-12 01:36:01,1542.7112,1.738500000000002,32.9884,0.0001353818471922,-6.960473224019099e-05
288,288,2022-07-12 01:37:30,1542.6724,1.7494999999999976,33.1579,0.0001353784422674,-4.5775110775345556e-05
289,289,2022-07-12 01:38:58,1542.6231,1.4990000000000023,29.1891,0.0001353741159067,-5.8164563981845736e-05
290,290,2022-07-12 01:40:27,1542.5817,1.7265000000000017,32.803,0.0001353704828168,-4.8845386925128064e-05
291,291,2022-07-12 01:41:56,1542.5342,1.6999999999999993,32.3917,0.0001353663144165,-5.604413827571403e-05
292,292,2022-07-12 01:43:25,1542.484,1.738500000000002,32.9884,0.0001353619090757,-5.9231732711807497e-05
293,293,2022-07-12 01:44:54,1542.455,1.1965000000000003,24.0811,0.0001353593641576,-3.421817816402643e-05
294,294,2022-07-12 01:46:23,1542.3985,1.7315000000000005,32.8803,0.0001353544059552,-6.666889263691867e-05
295,295,2022-07-12 01:47:52,1542.3714,1.684000000000001,32.1422,0.0001353520277732,-3.197803071298765e-05
296,296,2022-07-12 01:49:21,1542.3235,1.741500000000002,33.0347,0.0001353478242706,-5.6523809693653116e-05
297,297,2022-07-12 01:50:50,1542.2805,1.7459999999999989,33.104,0.0001353440507715,-5.0743039284880184e-05
298,298,2022-07-12 01:52:19,1542.2453,1.7089999999999996,32.5317,0.0001353409617675,-4.153943604176171e-05
299,299,2022-07-12 01:53:48,1542.197,1.7424999999999995,33.0501,0.0001353367231626,-5.700049993631169e-05
300,300,2022-07-12 01:55:17,1542.1632,1.7250000000000014,32.7798,0.0001353337570168,-3.9889422857366564e-05
301,301,2022-07-12 01:56:46,1542.1233,1.7285000000000004,32.8339,0.0001353302555605,-4.708961987668526e-05
302,302,2022-07-12 01:58:15,1542.0317,1.6935000000000002,32.2904,0.0001353222171298,-0.00010811191494957443
303,303,2022-07-12 01:59:44,1542.0503,1.7094999999999985,32.5394,0.0001353238493875,2.1952591300162302e-05
304,304,2022-07-12 02:01:12,1542.0022,0.8754999999999988,18.2571,0.0001353196283338,-5.67716440355088e-05
305,305,2022-07-12 02:02:41,1541.9666,1.7300000000000004,32.8571,0.0001353165042275,-4.201906837662687e-05
306,306,2022-07-12 02:04:11,1541.9296,1.7254999999999967,32.7875,0.0001353132572631,-4.3672551587350615e-05
307,307,2022-07-12 02:05:39,1541.8905,1.7254999999999967,32.7875,0.0001353098260116,-4.6152434300575254e-05
308,308,2022-07-12 02:07:08,1541.8566,1.716000000000001,32.6403,0.0001353068510901,-4.0015394427616594e-05
309,309,2022-07-12 02:08:37,1541.8194,1.343,26.5993,0.0001353035865746,-4.3911757758380464e-05
310,310,2022-07-12 02:10:06,1541.7734,1.7289999999999992,32.8417,0.000135299549808,-5.430110546730756e-05
311,311,2022-07-12 02:11:35,1541.7368,1.6969999999999992,32.345,0.0001352963379459,-4.320581826952931e-05
312,312,2022-07-12 02:13:04,1541.7036,1.7159999999999975,32.6403,0.0001352934244536,-3.919300700843525e-05
313,313,2022-07-12 02:14:33,1541.6745,1.714500000000001,32.6171,0.0001352908707599,-3.435355517649652e-05
314,314,2022-07-12 02:16:02,1541.6447,1.7140000000000022,32.6093,0.0001352882556373,-3.518060938427752e-05
315,315,2022-07-12 02:17:31,1541.6037,1.7109999999999983,32.5627,0.0001352846576497,-4.840413914438878e-05
316,316,2022-07-12 02:19:00,1541.5708,1.6985000000000028,32.3683,0.000135281770484,-3.884219913861038e-05
317,317,2022-07-12 02:20:29,1541.5473,1.709500000000002,32.5394,0.0001352797082229,-2.774485090403854e-05
318,318,2022-07-12 02:21:58,1541.5025,1.6020000000000003,30.8488,0.0001352757767633,-5.289384869619735e-05
319,319,2022-07-12 02:23:27,1541.4632,1.695999999999998,32.3294,0.0001352723279605,-4.6401367220608046e-05
320,320,2022-07-12 02:24:56,1541.4332,1.1544999999999987,23.3433,0.0001352696952867,-3.542158038373011e-05
321,321,2022-07-12 02:26:25,1541.4043,1.7235000000000014,32.7565,0.0001352671591442,-3.412342887588873e-05
322,322,2022-07-12 02:27:54,1541.3709,0.915499999999998,19.0065,0.0001352642281007,-3.943762010821166e-05
323,323,2022-07-12 02:29:23,1541.3334,1.6954999999999991,32.3216,0.0001352609372584,-4.4279842375331945e-05
324,324,2022-07-12 02:30:51,1541.308,1.6979999999999968,32.3606,0.0001352587082612,-2.999270749258602e-05
325,325,2022-07-12 02:32:20,1541.2792,1.712500000000002,32.586,0.0001352561808943,-3.400811481792834e-05
326,326,2022-07-12 02:33:49,1541.2369,1.7135000000000034,32.6015,0.0001352524688242,-4.9950789524771076e-05
327,327,2022-07-12 02:35:19,1541.2145,0.8375000000000021,17.5387,0.0001352505030944,-2.645186636909521e-05
328,328,2022-07-12 02:36:47,1541.186,1.7094999999999985,32.5394,0.0001352480020543,-3.3655898769014123e-05
329,329,2022-07-12 02:38:16,1541.1468,1.6800000000000033,32.0796,0.0001352445620271,-4.629279962160999e-05
330,330,2022-07-12 02:39:45,1541.1278,1.6850000000000025,32.1578,0.000135242894667,-2.2438113179198978e-05
331,331,2022-07-12 02:41:14,1541.0964,1.7064999999999984,32.4928,0.0001352401391351,-3.708268996030253e-05
332,332,2022-07-12 02:42:43,1541.0563,1.593,30.7053,0.0001352366201277,-4.73584255162437e-05
333,333,2022-07-12 02:44:12,1541.0216,1.7100000000000009,32.5472,0.0001352335750016,-4.0981904471600006e-05
334,334,2022-07-12 02:45:41,1541.0067,1.713000000000001,32.5938,0.0001352322674403,-1.7597587343538325e-05
335,335,2022-07-12 02:47:10,1540.9733,1.689,32.2202,0.0001352293363968,-3.9447795753267415e-05
336,336,2022-07-12 02:48:39,1540.9354,0.879999999999999,18.3418,0.0001352260104521,-4.476371949146313e-05
337,337,2022-07-12 02:50:08,1540.9231,1.6935000000000002,32.2904,0.0001352249310559,-1.4527655533345004e-05
