,time,temperature,ctwl
484,2022/9/4 11:15:16,557.8,1545.2893
485,2022/9/4 11:15:22,557.8,1545.2933
486,2022/9/4 11:15:28,557.8,1545.2885
487,2022/9/4 11:15:34,557.8,1545.2829
488,2022/9/4 11:15:40,557.8,1545.2957
489,2022/9/4 11:15:46,557.8,1545.2869
490,2022/9/4 11:15:52,557.8,1545.2925
491,2022/9/4 11:15:58,557.8,1545.2861
492,2022/9/4 11:16:04,557.8,1545.2909
493,2022/9/4 11:16:10,557.8,1545.2829
494,2022/9/4 11:16:16,557.8,1545.2845
495,2022/9/4 11:16:22,557.8,1545.2813
496,2022/9/4 11:16:28,557.8,1545.2925
497,2022/9/4 11:16:34,557.8,1545.2909
498,2022/9/4 11:16:40,557.8,1545.2933
499,2022/9/4 11:16:46,557.8,1545.2869
500,2022/9/4 11:16:52,557.8,1545.2893
501,2022/9/4 11:16:58,557.8,1545.2909
502,2022/9/4 11:17:04,557.8,1545.2893
503,2022/9/4 11:17:10,557.7,1545.2909
504,2022/9/4 11:17:16,557.7,1545.2837
505,2022/9/4 11:17:22,557.7,1545.2893
506,2022/9/4 11:17:28,557.6,1545.2901
507,2022/9/4 11:17:34,557.6,1545.2877
508,2022/9/4 11:17:40,557.6,1545.2869
509,2022/9/4 11:17:46,557.6,1545.2933
510,2022/9/4 11:17:52,557.6,1545.2797
511,2022/9/4 11:17:58,557.6,1545.2885
512,2022/9/4 11:18:04,557.6,1545.2909
513,2022/9/4 11:18:10,557.6,1545.2965
514,2022/9/4 11:18:16,557.6,1545.2861
515,2022/9/4 11:18:22,557.6,1545.2925
516,2022/9/4 11:18:28,557.6,1545.2797
517,2022/9/4 11:18:34,557.6,1545.2917
518,2022/9/4 11:18:40,557.6,1545.2877
519,2022/9/4 11:18:46,557.6,1545.2909
520,2022/9/4 11:18:52,557.5,1545.2909
521,2022/9/4 11:18:58,557.5,1545.2869
522,2022/9/4 11:19:04,557.5,1545.2885
523,2022/9/4 11:19:10,557.5,1545.2893
524,2022/9/4 11:19:16,557.5,1545.2917
525,2022/9/4 11:19:22,557.5,1545.2869
526,2022/9/4 11:19:28,557.5,1545.2893
527,2022/9/4 11:19:34,557.5,1545.2988
528,2022/9/4 11:19:40,557.5,1545.2845
529,2022/9/4 11:19:46,557.5,1545.2885
530,2022/9/4 11:19:52,557.5,1545.2901
531,2022/9/4 11:19:58,557.5,1545.2925
532,2022/9/4 11:20:04,557.5,1545.2925
533,2022/9/4 11:20:10,557.5,1545.2893
534,2022/9/4 11:20:16,557.5,1545.2917
535,2022/9/4 11:20:22,557.5,1545.2869
536,2022/9/4 11:20:28,557.4,1545.2933
537,2022/9/4 11:20:34,557.4,1545.2909
538,2022/9/4 11:20:40,557.5,1545.2773
539,2022/9/4 11:20:46,557.5,1545.2877
540,2022/9/4 11:20:52,557.5,1545.2965
541,2022/9/4 11:20:58,557.4,1545.2925
542,2022/9/4 11:21:04,557.4,1545.2949
543,2022/9/4 11:21:10,557.4,1545.2925
544,2022/9/4 11:21:16,557.4,1545.2933
545,2022/9/4 11:21:22,557.4,1545.2901
546,2022/9/4 11:21:28,557.3,1545.2973
547,2022/9/4 11:21:34,557.4,1545.2829
548,2022/9/4 11:21:40,557.3,1545.2885
549,2022/9/4 11:21:46,557.3,1545.2901
550,2022/9/4 11:21:52,557.3,1545.2861
551,2022/9/4 11:21:58,557.3,1545.2893
552,2022/9/4 11:22:04,557.3,1545.2925
553,2022/9/4 11:22:10,557.3,1545.2941
554,2022/9/4 11:22:16,557.3,1545.2917
555,2022/9/4 11:22:22,557.3,1545.2957
556,2022/9/4 11:22:28,557.3,1545.2845
557,2022/9/4 11:22:34,557.3,1545.2893
558,2022/9/4 11:22:40,557.2,1545.2909
559,2022/9/4 11:22:46,557.2,1545.2917
560,2022/9/4 11:22:52,557.2,1545.2893
561,2022/9/4 11:22:58,557.2,1545.2893
562,2022/9/4 11:23:04,557.2,1545.2909
