,350,450,550,650,750
916,0.0,1543.8394,1545.2781,1546.8377,0.0
917,0.0,1543.8362,1545.2797,1546.8385,0.0
918,0.0,1543.833,1545.2805,1546.8361,0.0
919,0.0,1543.8362,1545.2813,1546.8369,0.0
920,0.0,1543.841,1545.2765,1546.8353,0.0
921,0.0,1543.8394,1545.2781,1546.8361,0.0
922,0.0,1543.8378,1545.2773,1546.8385,0.0
923,0.0,1543.8354,1545.275,1546.8377,0.0
924,0.0,1543.8378,1545.2805,1546.8369,0.0
925,0.0,1543.8394,1545.2797,1546.8385,0.0
926,0.0,1543.8322,1545.2789,1546.8361,0.0
927,0.0,1543.8362,1545.2718,1546.8353,0.0
928,0.0,1543.8386,1545.2805,1546.8353,0.0
929,0.0,1543.833,1545.2773,1546.8377,0.0
930,0.0,1543.8386,1545.2797,1546.8361,0.0
931,0.0,1543.8386,1545.2797,1546.8401,0.0
932,0.0,1543.8354,1545.2773,1546.8385,0.0
933,0.0,1543.837,1545.2813,1546.8385,0.0
934,0.0,1543.8378,1545.275,1546.8409,0.0
935,0.0,1543.8394,1545.2765,1546.8393,0.0
936,0.0,1543.8362,1545.2805,1546.8401,0.0
937,0.0,1543.8378,1545.2821,1546.8393,0.0
938,0.0,1543.8346,1545.2765,1546.8393,0.0
939,0.0,1543.8378,1545.2789,1546.8409,0.0
940,0.0,1543.8322,1545.2781,1546.8377,0.0
941,0.0,1543.833,1545.2765,1546.8321,0.0
942,0.0,1543.8394,1545.2837,1546.8369,0.0
943,0.0,1543.8378,1545.2781,1546.8361,0.0
944,0.0,1543.8354,1545.2821,1546.8401,0.0
945,0.0,1543.8362,1545.2861,1546.8393,0.0
946,0.0,1543.8394,1545.2805,1546.8409,0.0
947,0.0,1543.8386,1545.2845,1546.8393,0.0
948,0.0,1543.8378,1545.2837,1546.8393,0.0
949,0.0,1543.837,1545.2734,1546.8393,0.0
950,0.0,1543.8418,1545.2813,1546.8417,0.0
951,0.0,1543.8362,1545.2829,1546.8433,0.0
952,0.0,1543.8378,1545.2829,1546.8401,0.0
953,0.0,1543.841,1545.2781,1546.8385,0.0
954,0.0,1543.841,1545.2757,1546.8377,0.0
955,0.0,1543.8465,1545.2805,1546.8353,0.0
956,0.0,1543.8473,1545.2821,1546.8385,0.0
957,0.0,1543.8505,1545.2757,1546.8401,0.0
958,0.0,1543.8585,1545.2813,1546.8401,0.0
959,0.0,1543.8688,1545.2773,1546.8409,0.0
960,0.0,1543.8799,1545.2789,1546.8433,0.0
961,0.0,1543.8839,1545.2757,1546.8417,0.0
962,0.0,1543.907,1545.2813,1546.8393,0.0
963,0.0,1543.9197,1545.2805,1546.8409,0.0
964,0.0,1543.9324,1545.2773,1546.8425,0.0
965,0.0,1543.9412,1545.275,1546.8433,0.0
966,0.0,1543.9666,1545.2765,1546.8417,0.0
967,0.0,1543.9841,1545.2734,1546.8417,0.0
968,0.0,1544.004,1545.2821,1546.8417,0.0
969,0.0,1544.0254,1545.2765,1546.8417,0.0
970,0.0,1544.0453,1545.2789,1546.8417,0.0
971,0.0,1544.07,1545.2781,1546.8417,0.0
972,0.0,1544.0915,1545.2813,1546.8433,0.0
973,0.0,1544.1121,1545.2829,1546.8401,0.0
974,0.0,1544.1312,1545.2789,1546.8409,0.0
975,0.0,1544.1575,1545.2853,1546.8409,0.0
976,0.0,1544.1813,1545.2853,1546.8433,0.0
977,0.0,1544.202,1545.2853,1546.8409,0.0
978,0.0,1544.2227,1545.2797,1546.8409,0.0
979,0.0,1544.2481,1545.275,1546.8425,0.0
980,0.0,1544.2728,1545.2781,1546.8409,0.0
981,0.0,1544.2967,1545.2813,1546.8433,0.0
982,0.0,1544.3166,1545.2829,1546.8401,0.0
983,0.0,1544.3444,1545.2853,1546.8409,0.0
984,0.0,1544.3659,1545.2757,1546.8409,0.0
985,0.0,1544.3874,1545.2845,1546.8425,0.0
986,0.0,1544.4104,1545.2805,1546.8425,0.0
987,0.0,1544.4407,1545.2781,1546.8425,0.0
988,0.0,1544.4645,1545.2813,1546.8401,0.0
989,0.0,1544.4868,1545.2805,1546.8369,0.0
990,0.0,1544.5123,1545.2805,1546.8361,0.0
991,0.0,1544.5401,1545.2773,1546.8377,0.0
992,0.0,1544.564,1545.2765,1546.8369,0.0
993,0.0,1544.5871,1545.2789,1546.8385,0.0
994,0.0,1544.6141,1545.2797,1546.8353,0.0
995,0.0,1544.6412,1545.2773,1546.8369,0.0
996,0.0,1544.6635,1545.2789,1546.8377,0.0
997,0.0,1544.6842,1545.2805,1546.8353,0.0
998,0.0,1544.7096,1545.2757,1546.8353,0.0
999,0.0,1544.7399,1545.2781,1546.8369,0.0
1000,0.0,1543.8147,0.0,1546.8449,0.0
1001,0.0,1543.8147,0.0,1546.8473,0.0
1002,0.0,1543.8139,0.0,1546.8441,0.0
1003,0.0,1543.8259,0.0,1546.8465,0.0
1004,0.0,1543.8068,0.0,1546.8473,0.0
1005,0.0,1543.8259,0.0,1546.8441,0.0
1006,0.0,1543.8028,0.0,1546.8481,0.0
1007,0.0,1543.8179,0.0,1546.8513,0.0
1008,0.0,1543.8259,0.0,1546.8425,0.0
1009,0.0,1543.8195,0.0,1546.8425,0.0
1010,0.0,1543.8283,0.0,1546.8457,0.0
1011,0.0,1543.8203,0.0,1546.8481,0.0
1012,0.0,1543.8275,0.0,1546.8473,0.0
1013,0.0,1543.8235,0.0,1546.8489,0.0
1014,0.0,1543.8179,0.0,1546.8497,0.0
1015,0.0,1543.8227,0.0,1546.8473,0.0
1016,0.0,1543.8283,0.0,1546.8521,0.0
1017,0.0,1543.8227,0.0,1546.8529,0.0
1018,0.0,1543.8267,0.0,1546.8552,0.0
1019,0.0,1543.8267,0.0,1546.8552,0.0
1020,0.0,1543.8235,0.0,1546.8497,0.0
1021,0.0,1543.8267,0.0,1546.8497,0.0
1022,0.0,1543.8243,0.0,1546.8489,0.0
1023,0.0,1543.8251,0.0,1546.8521,0.0
1024,0.0,1543.8283,0.0,1546.8529,0.0
1025,0.0,1543.8036,0.0,1546.8521,0.0
1026,0.0,1543.8283,0.0,1546.8521,0.0
1027,0.0,1543.8203,0.0,1546.8497,0.0
1028,0.0,1543.8116,0.0,1546.8489,0.0
1029,0.0,1543.8155,0.0,1546.8513,0.0
1030,0.0,1543.8267,0.0,1546.8545,0.0
1031,0.0,1543.8219,0.0,1546.8513,0.0
1032,0.0,1543.8227,0.0,1546.8505,0.0
1033,0.0,1543.8179,0.0,1546.8537,0.0
1034,0.0,1543.8362,0.0,1546.8497,0.0
1035,0.0,1543.829,0.0,1546.8521,0.0
1036,0.0,1543.829,0.0,1546.8545,0.0
1037,0.0,1543.8259,0.0,1546.8552,0.0
1038,0.0,1543.837,0.0,1546.8505,0.0
1039,0.0,1543.8298,0.0,1546.8545,0.0
1040,0.0,1543.8259,0.0,1546.8529,0.0
1041,0.0,1543.8227,0.0,1546.8545,0.0
1042,0.0,1543.8314,0.0,1546.856,0.0
1043,0.0,1543.8243,0.0,1546.8552,0.0
1044,0.0,1543.8195,0.0,1546.8568,0.0
1045,0.0,1543.8243,0.0,1546.8568,0.0
1046,0.0,1543.829,0.0,1546.856,0.0
1047,0.0,1543.8076,0.0,1546.8545,0.0
1048,0.0,1543.8259,0.0,1546.8552,0.0
1049,0.0,1543.8203,0.0,1546.8545,0.0
1050,0.0,1543.8179,0.0,1546.8592,0.0
1051,0.0,1543.8187,0.0,1546.8568,0.0
1052,0.0,1543.8155,0.0,1546.8537,0.0
1053,0.0,1543.8211,0.0,1546.8545,0.0
1054,0.0,1543.8306,0.0,1546.8529,0.0
1055,0.0,1543.8155,0.0,1546.8552,0.0
1056,0.0,1543.8219,0.0,1546.8568,0.0
1057,0.0,1543.8243,0.0,1546.8592,0.0
1058,0.0,1543.833,0.0,1546.8537,0.0
1059,0.0,1543.8187,0.0,1546.8545,0.0
1060,0.0,1543.8314,0.0,1546.8545,0.0
1061,0.0,1543.8235,0.0,1546.8552,0.0
1062,0.0,1543.8219,0.0,1546.8584,0.0
1063,0.0,1543.8259,0.0,1546.8545,0.0
1064,0.0,1543.8147,0.0,1546.8552,0.0
1065,0.0,1543.8227,0.0,1546.8537,0.0
1066,0.0,1543.8243,0.0,1546.8473,0.0
1067,0.0,1543.8298,0.0,1546.8489,0.0
1068,0.0,1543.8235,0.0,1546.8529,0.0
1069,0.0,1543.8235,0.0,1546.856,0.0
1070,0.0,1543.8283,0.0,1546.8545,0.0
1071,0.0,1543.8139,0.0,1546.8529,0.0
1072,0.0,1543.8251,0.0,1546.8537,0.0
1073,0.0,1543.8346,0.0,1546.8545,0.0
1074,0.0,1543.8163,0.0,1546.8497,0.0
1075,0.0,1543.8147,0.0,1546.8521,0.0
1076,0.0,1543.8243,0.0,1546.8473,0.0
1077,0.0,1543.8116,0.0,1546.8489,0.0
1078,0.0,1543.8187,0.0,1546.8537,0.0
1079,0.0,1543.8139,0.0,1546.8552,0.0
1080,0.0,1543.8171,0.0,1546.8552,0.0
1081,0.0,1543.8243,0.0,1546.8545,0.0
1082,0.0,1543.829,0.0,1546.8568,0.0
1083,0.0,1543.8171,0.0,1546.8537,0.0
1084,0.0,1543.8211,0.0,1546.8521,0.0
1085,0.0,1543.8235,0.0,1546.8545,0.0
1086,0.0,1543.8163,0.0,1546.8521,0.0
1087,0.0,1543.8283,0.0,1546.8552,0.0
1088,0.0,1543.8298,0.0,1546.8505,0.0
1089,0.0,1543.8219,0.0,1546.8441,0.0
1090,0.0,1543.8187,0.0,1546.8513,0.0
1091,0.0,1543.8243,0.0,1546.8505,0.0
1092,0.0,1543.8004,0.0,1546.8505,0.0
1093,0.0,1543.8235,0.0,1546.8505,0.0
1094,0.0,1543.8227,0.0,1546.8497,0.0
1095,0.0,1543.8283,0.0,1546.8552,0.0
1096,0.0,1543.8251,0.0,1546.8481,0.0
1097,0.0,1543.8322,0.0,1546.8465,0.0
1098,0.0,1543.8322,0.0,1546.8513,0.0
1099,0.0,1543.8243,0.0,1546.8513,0.0
1100,0.0,1543.8163,0.0,1546.8537,0.0
1101,0.0,1543.8179,0.0,1546.8529,0.0
1102,0.0,1543.8346,0.0,1546.8473,0.0
1103,0.0,1543.8338,0.0,1546.8497,0.0
1104,0.0,1543.8227,0.0,1546.8489,0.0
1105,0.0,1543.8275,0.0,1546.8481,0.0
1106,0.0,1543.8267,0.0,1546.8489,0.0
1107,0.0,1543.8243,0.0,1546.8521,0.0
1108,0.0,1543.8227,0.0,1546.8473,0.0
1109,0.0,1543.8267,0.0,1546.8481,0.0
1110,0.0,1543.8346,0.0,1546.8473,0.0
1111,0.0,1543.8179,0.0,1546.8465,0.0
1112,0.0,1543.8251,0.0,1546.8481,0.0
1113,0.0,1543.8267,0.0,1546.8465,0.0
1114,0.0,1543.8195,0.0,1546.8489,0.0
1115,0.0,1543.8219,0.0,1546.8433,0.0
1116,0.0,1543.8243,0.0,1546.8497,0.0
1117,0.0,1543.8187,0.0,1546.8457,0.0
1118,0.0,1543.8179,0.0,1546.8497,0.0
1119,0.0,1543.8275,0.0,1546.8489,0.0
1120,0.0,1543.8179,0.0,1546.8537,0.0
1121,0.0,1543.8306,0.0,1546.8465,0.0
1122,0.0,1543.8259,0.0,1546.8505,0.0
1123,0.0,1543.829,0.0,1546.8481,0.0
1124,0.0,1543.8235,0.0,1546.8521,0.0
1125,0.0,1543.8298,0.0,1546.8537,0.0
1126,0.0,1543.8227,0.0,1546.856,0.0
1127,0.0,1543.8354,0.0,1546.8505,0.0
1128,0.0,1543.8338,0.0,1546.856,0.0
1129,0.0,1543.8306,0.0,1546.8545,0.0
1130,0.0,1543.833,0.0,1546.8497,0.0
1131,0.0,1543.8275,0.0,1546.8529,0.0
1132,0.0,1543.8267,0.0,1546.8521,0.0
1133,0.0,1543.8267,0.0,1546.8497,0.0
1134,0.0,1543.8314,0.0,1546.8529,0.0
1135,0.0,1543.8235,0.0,1546.8537,0.0
1136,0.0,1543.8314,0.0,1546.8521,0.0
1137,0.0,1543.8203,0.0,1546.8465,0.0
1138,0.0,1543.8362,0.0,1546.8473,0.0
1139,0.0,1543.8251,0.0,1546.8497,0.0
1140,0.0,1543.8108,0.0,1546.8545,0.0
1141,0.0,1543.8235,0.0,1546.8497,0.0
1142,0.0,1543.8195,0.0,1546.8505,0.0
1143,0.0,1543.8227,0.0,1546.8497,0.0
1144,0.0,1543.8211,0.0,1546.8497,0.0
1145,0.0,1543.8283,0.0,1546.8529,0.0
1146,0.0,1543.8052,0.0,1546.8521,0.0
1147,0.0,1543.8116,0.0,1546.8521,0.0
1148,0.0,1543.8219,0.0,1546.8505,0.0
1149,0.0,1543.829,0.0,1546.8521,0.0
1150,0.0,1543.8314,0.0,1546.8473,0.0
1151,0.0,1543.8283,0.0,1546.8481,0.0
1152,0.0,1543.8251,0.0,1546.8489,0.0
1153,0.0,1543.8346,0.0,1546.8497,0.0
1154,0.0,1543.8314,0.0,1546.8505,0.0
1155,0.0,1543.829,0.0,1546.8497,0.0
1156,0.0,1543.8338,0.0,1546.8529,0.0
1157,0.0,1543.8235,0.0,1546.8505,0.0
1158,0.0,1543.8139,0.0,1546.8505,0.0
1159,0.0,1543.8283,0.0,1546.8505,0.0
1160,0.0,1543.8251,0.0,1546.8441,0.0
1161,0.0,1543.829,0.0,1546.8465,0.0
1162,0.0,1543.8298,0.0,1546.8489,0.0
1163,0.0,1543.8346,0.0,1546.8489,0.0
1164,0.0,1543.8211,0.0,1546.8529,0.0
1165,0.0,1543.8354,0.0,1546.8545,0.0
1166,0.0,1543.8314,0.0,1546.8537,0.0
1167,0.0,1543.8346,0.0,1546.8584,0.0
1168,0.0,1543.8314,0.0,1546.8545,0.0
1169,0.0,1543.81,0.0,1546.8576,0.0
1170,0.0,1543.8298,0.0,1546.8537,0.0
1171,0.0,1543.8259,0.0,1546.8521,0.0
1172,0.0,1543.8203,0.0,1546.8497,0.0
1173,0.0,1543.8283,0.0,1546.8529,0.0
1174,0.0,1543.8314,0.0,1546.8529,0.0
1175,0.0,1543.8314,0.0,1546.8489,0.0
1176,0.0,1543.8275,0.0,1546.8465,0.0
1177,0.0,1543.8306,0.0,1546.8489,0.0
1178,0.0,1543.8259,0.0,1546.8537,0.0
1179,0.0,1543.8306,0.0,1546.8513,0.0
1180,0.0,1543.833,0.0,1546.8521,0.0
1181,0.0,1543.8084,0.0,1546.8497,0.0
1182,0.0,1543.8306,0.0,1546.8513,0.0
1183,0.0,1543.8283,0.0,1546.8529,0.0
1184,0.0,1543.8219,0.0,1546.8521,0.0
1185,0.0,1543.8076,0.0,1546.8529,0.0
1186,0.0,1543.8227,0.0,1546.8489,0.0
1187,0.0,1543.8386,0.0,1546.8513,0.0
1188,0.0,1543.8378,0.0,1546.8521,0.0
1189,0.0,1543.8306,0.0,1546.8497,0.0
1190,0.0,1543.8338,0.0,1546.8521,0.0
1191,0.0,1543.8267,0.0,1546.8545,0.0
1192,0.0,1543.8362,0.0,1546.8521,0.0
1193,0.0,1543.8386,0.0,1546.8537,0.0
1194,0.0,1543.833,0.0,1546.8521,0.0
1195,0.0,1543.8362,0.0,1546.8545,0.0
1196,0.0,1543.837,0.0,1546.856,0.0
1197,0.0,1543.8298,0.0,1546.8513,0.0
1198,0.0,1543.8211,0.0,1546.8537,0.0
1199,0.0,1543.8378,0.0,1546.8568,0.0
